LEAP_2000_8_2,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Which statement is true about the area?,Erosion is slower than uplift at El Cajon Pass.,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Erosion is slower than uplift at El Cajon Pass statement is true about the area.,el cajon pass --- is in --> california || el cajon pass --- is becoming at_time --> year || erosion --- is slower than --> uplift || erosion --- is --> slower than uplift at el cajon pass statement || erosion --- is slower at --> el cajon pass statement || erosion --- is --> slower || slower --- is true about --> area || slower --- is --> true ||,Plates are separating at El Cajon Pass.,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Plates are separating at El Cajon Pass statement is true about the area.,el cajon pass --- is in --> california || el cajon pass --- is becoming at_time --> year || plates are separating --- is --> true || plates are separating --- is true about --> area || plates --- are separating at --> el cajon pass statement ||,Mountain building is slower than erosion at El Cajon Pass.,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Mountain building is slower than erosion at El Cajon Pass statement is true about the area.,el cajon pass --- is in --> california || el cajon pass --- is becoming at_time --> year || mountain building --- is slower than --> erosion at el cajon pass statement || mountain building --- is slower than --> erosion || mountain building --- is --> slower || slower --- is true about --> area || slower --- is --> true ||,Erosion and uplift are balanced at El Cajon Pass.,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Erosion and uplift are balanced at El Cajon Pass statement is true about the area.,el cajon pass --- is in --> california || el cajon pass --- is becoming at_time --> year || balanced --- is --> true || balanced --- is true about --> area || uplift --- are --> balanced || uplift --- are --> balanced at el cajon pass statement ||,NA,NA,NA
Mercury_7172270,"In a population of brown snakes, a snake is born with a white-spotted pattern. Which factor will have the most influence on whether this trait will become common in the brown snake population?",the ability of the snake to survive to reproduce,"In a population of brown snakes, a snake is born with a white-spotted pattern. The ability of the snake to survive to reproduce factor will have the most influence on whether this trait will become common in the brown snake population.",snake --- is born in --> population of brown snakes || snake --- is born in --> population of snakes || snake --- is --> in population of brown snakes born with white-spotted pattern || snake --- is --> in population of snakes born with pattern || snake --- is born with --> white-spotted pattern || snake --- is born in --> population || snake --- is --> in population of snakes born with white-spotted pattern || snake --- is --> in population born with white-spotted pattern || snake --- is --> in population born with pattern || snake --- is --> born || snake --- is --> in population of brown snakes born with pattern || snake --- is born with --> pattern || trait --- will become --> common || trait --- will become in --> brown snake population || trait --- will become in --> snake population ||,the appearance of other new traits in the baby snake,"In a population of brown snakes, a snake is born with a white-spotted pattern. The appearance of other new traits in the baby snake factor will have the most influence on whether this trait will become common in the brown snake population.",snake --- is born in --> population of brown snakes || snake --- is born in --> population of snakes || snake --- is --> in population of brown snakes born with white-spotted pattern || snake --- is --> in population of snakes born with pattern || snake --- is born with --> white-spotted pattern || snake --- is born in --> population || snake --- is --> in population of snakes born with white-spotted pattern || snake --- is --> in population born with white-spotted pattern || snake --- is --> in population born with pattern || snake --- is --> born || snake --- is --> in population of brown snakes born with pattern || snake --- is born with --> pattern || trait --- will become --> common || trait --- will become in --> brown snake population || trait --- will become in --> snake population || appearance --- is in --> baby snake factor || appearance --- will have --> influence || appearance --- will have --> most influence ||,the history of the pattern in previous snake populations,"In a population of brown snakes, a snake is born with a white-spotted pattern. The history of the pattern in previous snake populations factor will have the most influence on whether this trait will become common in the brown snake population.",snake --- is born in --> population of brown snakes || snake --- is born in --> population of snakes || snake --- is --> in population of brown snakes born with white-spotted pattern || snake --- is --> in population of snakes born with pattern || snake --- is born with --> white-spotted pattern || snake --- is born in --> population || snake --- is --> in population of snakes born with white-spotted pattern || snake --- is --> in population born with white-spotted pattern || snake --- is --> in population born with pattern || snake --- is --> born || snake --- is --> in population of brown snakes born with pattern || snake --- is born with --> pattern || pattern --- is in --> previous snake populations factor || history --- will have --> most influence || history --- will have --> influence || trait --- will become --> common || trait --- will become in --> brown snake population || trait --- will become in --> snake population ||,the presence of thermal energy changing the snake pattern,"In a population of brown snakes, a snake is born with a white-spotted pattern. The presence of thermal energy changing the snake pattern factor will have the most influence on whether this trait will become common in the brown snake population.",snake --- is born in --> population of brown snakes || snake --- is born in --> population of snakes || snake --- is --> in population of brown snakes born with white-spotted pattern || snake --- is --> in population of snakes born with pattern || snake --- is born with --> white-spotted pattern || snake --- is born in --> population || snake --- is --> in population of snakes born with white-spotted pattern || snake --- is --> in population born with white-spotted pattern || snake --- is --> in population born with pattern || snake --- is --> born || snake --- is --> in population of brown snakes born with pattern || snake --- is born with --> pattern || trait --- will become --> common || trait --- will become in --> brown snake population || trait --- will become in --> snake population || presence --- will have --> influence || presence --- will have --> most influence ||,NA,NA,NA
Mercury_184205,The same side of the Moon is always visible from Earth because,the Moon does not rotate on its axis.,The same side of the Moon is always visible from Earth because the moon does not rotate on its axis.,,the far side of the Moon faces Earth during the day.,The same side of the Moon is always visible from Earth because the far side of the moon faces earth during the day.,far side --- faces --> earth || far side --- faces earth during --> day || earth --- side of --> moon || earth --- far side of --> moon || same side --- is always visible from --> earth || same side --- is visible from --> earth || same side --- is --> visible || same side --- is --> always visible || side --- is --> visible || side --- faces --> earth || side --- is always visible from --> earth || side --- is visible from --> earth || side --- is --> always visible || side --- faces earth during --> day ||,the Moon makes one rotation per revolution around Earth.,The same side of the Moon is always visible from Earth because the moon makes one rotation per revolution around earth.,moon --- makes --> one rotation || moon --- makes --> one rotation per revolution around earth || moon --- makes --> one rotation around earth || moon --- makes --> one rotation per revolution || same side --- is always visible from --> earth || same side --- is visible from --> earth || same side --- is --> visible || same side --- is --> always visible || side --- is --> visible || side --- is always visible from --> earth || side --- is visible from --> earth || side --- is --> always visible ||,the rate of rotation is the same for Earth and the Moon.,The same side of the Moon is always visible from Earth because the rate of rotation is the same for earth and the moon.,same side --- is always visible --> same for earth || same side --- is visible --> same for earth || same side --- is always visible from --> earth || same side --- is visible from --> earth || same side --- is always visible --> same || same side --- is visible --> same || same side --- is --> visible || same side --- is --> always visible || side --- is always visible --> same for earth || side --- is visible --> same for earth || side --- is visible --> same || side --- is always visible --> same || side --- is always visible from --> earth || side --- is visible from --> earth || side --- is --> visible || side --- is --> always visible || rate --- is same for --> earth || rate --- is --> same ||,NA,NA,NA
Mercury_SC_400683,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. What is one major difference between paper and plastic?,Paper comes from a renewable resource.,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. Paper comes from a renewable resource is one major difference between paper and plastic.,they --- are recycling --> paper bags || paper comes --- is --> one major difference || paper comes --- is --> one difference || paper comes --- is --> one difference between paper || paper comes --- is --> one major difference between paper || paper --- comes from --> resource || paper --- comes from --> renewable resource ||,Plastic comes from a renewable resource.,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. Plastic comes from a renewable resource is one major difference between paper and plastic.,they --- are recycling --> paper bags || plastic comes --- is --> one major difference || plastic comes --- is --> one difference || plastic comes --- is --> one major difference between paper || plastic comes --- is --> one difference between paper || plastic --- comes from --> resource || plastic --- comes from --> renewable resource ||,Plastic cannot be reused.,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. Plastic cannot be reused is one major difference between paper and plastic.,they --- are recycling --> paper bags ||,Paper cannot be reused.,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. Paper cannot be reused is one major difference between paper and plastic.,they --- are recycling --> paper bags ||,NA,NA,NA
Mercury_7182210,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. How will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem?,Diversity will increase as the rate of predation decreases.,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. Diversity will increase as the rate of predation decreases will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem.,tide pools --- are --> habitats || sea stars --- present in --> tide pools || diversity --- will increase --> rate will most likely impact species diversity || diversity --- will increase --> rate will likely impact species diversity || diversity --- will increase --> will it most likely impact species diversity || diversity --- will increase --> will it likely impact species diversity || diversity --- will increase --> rate will it likely impact species diversity || diversity --- will increase --> rate of predation decreases will likely impact species diversity || diversity --- will increase --> rate will it most likely impact species diversity || diversity --- will increase --> rate of predation decreases will it likely impact species diversity || diversity --- will increase --> rate of predation decreases will most likely impact species diversity || diversity --- will increase --> rate of predation decreases will it most likely impact species diversity || it --- rate of --> predation decreases ||,Diversity will decrease as competition for space increases.,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. Diversity will decrease as competition for space increases will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem.,tide pools --- are --> habitats || sea stars --- present in --> tide pools || diversity --- will decrease as --> competition for space increases || diversity --- will decrease as --> competition ||,Diversity will increase as the recycling of nutrients decreases.,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. Diversity will increase as the recycling of nutrients decreases will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem.,tide pools --- are --> habitats || sea stars --- present in --> tide pools || diversity --- will increase as --> recycling || diversity --- will increase as --> recycling of nutrients decreases ||,Diversity will decrease as food and oxygen supplies increase.,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. Diversity will decrease as food and oxygen supplies increase will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem.,tide pools --- are --> habitats || sea stars --- present in --> tide pools || diversity --- will decrease --> food supplies increase ||,NA,NA,NA
Mercury_7238945,The ability to roll the tongue in humans is coded by the dominant allele R. The inability to roll the tongue is coded by the recessive allele r. A man with an RR allele combination for the trait produces a zygote with a woman with an rr allele combination for the trait. Which allele combination could occur in the zygote?,R,The ability to roll the tongue in humans is coded by the dominant allele R. The inability to roll the tongue is coded by the recessive allele r. A man with an RR allele combination for the trait produces a zygote with a woman with an rr allele combination for the trait. R allele combination could occur in the zygote.,man --- is with --> rr allele combination for trait || r. --- man with --> rr allele combination || r. --- produces --> zygote with woman with rr allele combination || r. --- produces --> zygote with woman with rr allele combination for trait || r. --- produces --> zygote || r. --- man with --> rr allele combination for trait || r. --- produces --> zygote with woman || zygote --- is with --> woman || woman --- is with --> rr allele combination for trait || r allele combination --- could occur in --> zygote ||,rr,The ability to roll the tongue in humans is coded by the dominant allele R. The inability to roll the tongue is coded by the recessive allele r. A man with an RR allele combination for the trait produces a zygote with a woman with an rr allele combination for the trait. Rr allele combination could occur in the zygote.,man --- is with --> rr allele combination for trait || r. --- man with --> rr allele combination || r. --- produces --> zygote with woman with rr allele combination || r. --- produces --> zygote with woman with rr allele combination for trait || r. --- produces --> zygote || r. --- man with --> rr allele combination for trait || r. --- produces --> zygote with woman || rr allele combination --- could occur in --> zygote || zygote --- is with --> woman || woman --- is with --> rr allele combination for trait ||,Rr,The ability to roll the tongue in humans is coded by the dominant allele R. The inability to roll the tongue is coded by the recessive allele r. A man with an RR allele combination for the trait produces a zygote with a woman with an rr allele combination for the trait. Rr allele combination could occur in the zygote.,man --- is with --> rr allele combination for trait || r. --- man with --> rr allele combination || r. --- produces --> zygote with woman with rr allele combination || r. --- produces --> zygote with woman with rr allele combination for trait || r. --- produces --> zygote || r. --- man with --> rr allele combination for trait || r. --- produces --> zygote with woman || rr allele combination --- could occur in --> zygote || zygote --- is with --> woman || woman --- is with --> rr allele combination for trait ||,RR,The ability to roll the tongue in humans is coded by the dominant allele R. The inability to roll the tongue is coded by the recessive allele r. A man with an RR allele combination for the trait produces a zygote with a woman with an rr allele combination for the trait. RR allele combination could occur in the zygote.,man --- is with --> rr allele combination for trait || r. --- man with --> rr allele combination || r. --- produces --> zygote with woman with rr allele combination || r. --- produces --> zygote with woman with rr allele combination for trait || r. --- produces --> zygote || r. --- man with --> rr allele combination for trait || r. --- produces --> zygote with woman || rr allele combination --- could occur in --> zygote || zygote --- is with --> woman || woman --- is with --> rr allele combination for trait ||,NA,NA,NA
Mercury_SC_408748,Pat is learning how energy flows through an ecosystem. Pat understands that animals get energy from plants. What do plants do that allow animals to get energy from them?,Plants keep water in their roots.,Pat is learning how energy flows through an ecosystem. Pat understands that animals get energy from plants. Plants keep water in their roots do plants do that allow animals to get energy from them.,energy --- flows through --> ecosystem || animals --- get --> energy || animals --- get energy from --> plants || animals --- get energy from --> them || plants --- keep --> water || plants --- keep water in --> their roots ||,Plants release nitrogen into the soil.,Pat is learning how energy flows through an ecosystem. Pat understands that animals get energy from plants. Plants release nitrogen into the soil do plants do that allow animals to get energy from them.,energy --- flows through --> ecosystem || animals --- get --> energy || animals --- get energy from --> plants || animals --- get energy from --> them || plants --- release nitrogen into --> soil || plants --- release --> nitrogen ||,Plants provide shelter from the weather.,Pat is learning how energy flows through an ecosystem. Pat understands that animals get energy from plants. Plants provide shelter from the weather do plants do that allow animals to get energy from them.,energy --- flows through --> ecosystem || animals --- get --> energy || animals --- get energy from --> plants || animals --- get energy from --> them || plants --- provide shelter from --> weather || plants --- provide --> shelter ||,Plants make sugar in the presence of light.,Pat is learning how energy flows through an ecosystem. Pat understands that animals get energy from plants. Plants make sugar in the presence of light do plants do that allow animals to get energy from them.,energy --- flows through --> ecosystem || animals --- get --> energy || animals --- get energy from --> plants || animals --- get energy from --> them ||,NA,NA,NA
MEA_2016_5_4,People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Which characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas?,Amoebas can change their shape.,People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Amoebas can change their shape characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas.,people --- may get --> illness called || people --- may get --> illness || dysentery --- is --> caused || doctors --- looking under --> microscope || doctors --- can find amoebas --> looking at body samples || doctors --- looking at --> body samples || doctors --- can find amoebas --> looking at body samples under microscope || doctors --- can find --> amoebas || doctors --- find --> amoebas || doctors --- can find amoebas --> looking under microscope || doctors --- can find amoebas --> looking || doctors --- find --> dysentery amoebas || doctors --- use --> microscopes || amoebas --- can change --> their shape characteristic || amoebas --- can change --> their shape characteristic of amoebas explains || amoebas --- can change --> their shape characteristic of amoebas || amoebas --- can change --> their shape characteristic of amoebas best explains ||,Amoebas need humans to survive.,People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Amoebas need humans to survive characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas.,people --- may get --> illness called || people --- may get --> illness || dysentery --- is --> caused || doctors --- looking under --> microscope || doctors --- can find amoebas --> looking at body samples || doctors --- looking at --> body samples || doctors --- can find amoebas --> looking at body samples under microscope || doctors --- can find --> amoebas || doctors --- find --> amoebas || doctors --- can find amoebas --> looking under microscope || doctors --- can find amoebas --> looking || doctors --- find --> dysentery amoebas || doctors --- use --> microscopes || amoebas --- need --> humans || amoebas --- need humans --> survive || amoebas --- need --> survive ||,Amoebas look just like human cells.,People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Amoebas look just like human cells characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas.,people --- may get --> illness called || people --- may get --> illness || dysentery --- is --> caused || doctors --- looking under --> microscope || doctors --- can find amoebas --> looking at body samples || doctors --- looking at --> body samples || doctors --- can find amoebas --> looking at body samples under microscope || doctors --- can find --> amoebas || doctors --- find --> amoebas || doctors --- can find amoebas --> looking under microscope || doctors --- can find amoebas --> looking || doctors --- use --> microscopes || doctors --- find --> dysentery amoebas || amoebas --- look like --> cells characteristic of amoebas || amoebas --- look like --> just human cells characteristic explains || amoebas --- look like --> human cells characteristic of amoebas || amoebas --- look like --> just human cells characteristic of amoebas best explains || amoebas --- look like --> just cells characteristic of amoebas best explains || amoebas --- look like --> just human cells characteristic of amoebas || amoebas --- look like --> cells characteristic || amoebas --- look like --> human cells characteristic best explains || amoebas --- look like --> just cells || amoebas --- look like --> cells characteristic best explains || amoebas --- look like --> just human cells best explains || amoebas --- look like --> human cells || amoebas --- look like --> just human cells characteristic || amoebas --- look like --> just cells characteristic || amoebas --- look like --> cells explains || amoebas --- look like --> human cells characteristic || amoebas --- look like --> just human cells explains || amoebas --- look like --> cells characteristic of amoebas explains || amoebas --- look like --> just cells characteristic best explains || amoebas --- look like --> cells characteristic of amoebas best explains || amoebas --- look like --> just human cells characteristic of amoebas explains || amoebas --- look like --> human cells characteristic explains || amoebas --- look like --> just cells best explains || amoebas --- look like --> human cells best explains || amoebas --- look like --> just cells explains || amoebas --- look like --> human cells characteristic of amoebas explains || amoebas --- look like --> human cells characteristic of amoebas best explains || amoebas --- look like --> just human cells || amoebas --- look like --> human cells explains || amoebas --- look like --> just cells characteristic of amoebas || amoebas --- look like --> cells || amoebas --- look like --> cells best explains || amoebas --- look like --> just human cells characteristic best explains || amoebas --- look like --> just cells characteristic of amoebas explains || amoebas --- look like --> cells characteristic explains || amoebas --- look like --> just cells characteristic explains ||,Amoebas are made of only one cell.,People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Amoebas are made of only one cell characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas.,people --- may get --> illness called || people --- may get --> illness || dysentery --- is --> caused || doctors --- looking under --> microscope || doctors --- can find amoebas --> looking at body samples || doctors --- looking at --> body samples || doctors --- can find amoebas --> looking at body samples under microscope || doctors --- can find --> amoebas || doctors --- find --> amoebas || doctors --- can find amoebas --> looking under microscope || doctors --- can find amoebas --> looking || doctors --- find --> dysentery amoebas || doctors --- use --> microscopes || amoebas --- are made of --> only one cell characteristic best explains || amoebas --- are made of --> only one cell characteristic of amoebas best explains || amoebas --- are made of --> only one cell characteristic of amoebas || amoebas --- are made of --> only one cell characteristic of amoebas explains || amoebas --- are made of --> only one cell characteristic || amoebas --- are --> made || amoebas --- are made of --> only one cell characteristic explains ||,NA,NA,NA
Mercury_7271513,Which of these is evidence for the theory of plate tectonics?,the melting of the polar ice caps,The melting of the polar ice caps of these is evidence for the theory of plate tectonics.,melting --- is --> evidence || melting --- is evidence for --> theory of plate tectonics || melting --- is evidence for --> theory || polar ice caps --- melting of is --> evidence || polar ice caps --- melting of is --> evidence for theory of plate tectonics || polar ice caps --- melting of is --> evidence for theory || ice caps --- melting of is --> evidence || ice caps --- melting of is --> evidence for theory || ice caps --- melting of is --> evidence for theory of plate tectonics ||,the shifting of biomes as climates change,The shifting of biomes as climates change of these is evidence for the theory of plate tectonics.,biomes --- shifting of is --> evidence || biomes --- shifting of is --> evidence for theory || biomes --- shifting of is --> evidence for theory of plate tectonics || shifting --- is evidence for --> theory || shifting --- is evidence for --> theory of plate tectonics || shifting --- is --> evidence ||,the prevalence of granite on all the continents,The prevalence of granite on all the continents of these is evidence for the theory of plate tectonics.,granite --- prevalence of is --> evidence for theory || granite --- prevalence of is --> evidence for theory of plate tectonics || granite --- prevalence of is --> evidence ||,the presence of volcanoes around the Pacific rim,The presence of volcanoes around the Pacific rim of these is evidence for the theory of plate tectonics.,volcanoes --- presence of is --> evidence for theory || volcanoes --- presence of is --> evidence for theory of plate tectonics || volcanoes --- presence of is --> evidence || presence --- is evidence for --> theory of plate tectonics || presence --- is evidence for --> theory || presence --- is --> evidence ||,NA,NA,NA
Mercury_7189000,Geologists were examining an area in Africa called the Great Rift Valley. Which geologic event most likely caused the formation of the valley?,diverging continental plates,Geologists were examining an area in Africa called the Great Rift Valley. Diverging continental plates geologic event most likely caused the formation of the valley.,geologists --- were examining --> area in africa || geologists --- were examining --> area || geologists --- were examining --> area in africa called || geologists --- were examining --> area called || area --- is in --> africa || event --- likely caused --> formation || event --- caused --> formation || event --- most likely caused --> formation || event --- formation of --> valley || event --- likely caused --> formation of valley || event --- caused --> formation of valley || event --- most likely caused --> formation of valley || geologic event --- likely caused --> formation || geologic event --- caused --> formation || geologic event --- most likely caused --> formation || geologic event --- likely caused --> formation of valley || geologic event --- caused --> formation of valley || geologic event --- most likely caused --> formation of valley || geologic event --- formation of --> valley ||,collision of tectonic plates,Geologists were examining an area in Africa called the Great Rift Valley. Collision of tectonic plates geologic event most likely caused the formation of the valley.,geologists --- were examining --> area in africa || geologists --- were examining --> area || geologists --- were examining --> area in africa called || geologists --- were examining --> area called || area --- is in --> africa || event --- likely caused --> formation || event --- caused --> formation || event --- most likely caused --> formation || event --- formation of --> valley || event --- likely caused --> formation of valley || event --- caused --> formation of valley || event --- most likely caused --> formation of valley || geologic event --- likely caused --> formation || geologic event --- caused --> formation || geologic event --- most likely caused --> formation || geologic event --- likely caused --> formation of valley || geologic event --- caused --> formation of valley || geologic event --- most likely caused --> formation of valley || geologic event --- formation of --> valley ||,movement of glaciers,Geologists were examining an area in Africa called the Great Rift Valley. Movement of glaciers geologic event most likely caused the formation of the valley.,geologists --- were examining --> area in africa || geologists --- were examining --> area || geologists --- were examining --> area in africa called || geologists --- were examining --> area called || area --- is in --> africa || movement --- likely caused --> formation || movement --- caused --> formation || movement --- most likely caused --> formation || movement --- likely caused --> formation of valley || movement --- caused --> formation of valley || movement --- most likely caused --> formation of valley ||,impacts from meteors,Geologists were examining an area in Africa called the Great Rift Valley. Impacts from meteors geologic event most likely caused the formation of the valley.,geologists --- were examining --> area in africa || geologists --- were examining --> area || geologists --- were examining --> area in africa called || geologists --- were examining --> area called || area --- is in --> africa || impacts --- likely caused --> formation || impacts --- caused --> formation || impacts --- most likely caused --> formation || impacts --- likely caused --> formation of valley || impacts --- caused --> formation of valley || impacts --- most likely caused --> formation of valley ||,NA,NA,NA
