Mercury_7247678,"Deer are introduced into a grassland ecosystem and their population increases considerably. If the deer population continues to grow, which is the most likely outcome for the ecosystem?","Biodiversity would decrease, and sustainability would decrease.","Deer are introduced into a grassland ecosystem and their population increases considerably. If the deer population continues to grow, biodiversity would decrease, and sustainability would decrease is the most likely outcome for the ecosystem.",deer --- are --> introduced || deer --- are introduced into --> grassland ecosystem || biodiversity --- would decrease --> deer population continues || deer population --- continues --> grow ||,"Biodiversity would decrease, and sustainability would increase.","Deer are introduced into a grassland ecosystem and their population increases considerably. If the deer population continues to grow, biodiversity would decrease, and sustainability would increase is the most likely outcome for the ecosystem.",deer --- are --> introduced || deer --- are introduced into --> grassland ecosystem || biodiversity --- would decrease --> deer population continues || deer population --- continues --> grow ||,"Biodiversity would increase, and sustainability would increase.","Deer are introduced into a grassland ecosystem and their population increases considerably. If the deer population continues to grow, biodiversity would increase, and sustainability would increase is the most likely outcome for the ecosystem.",deer --- are --> introduced || deer --- are introduced into --> grassland ecosystem || biodiversity --- would increase --> deer population continues || deer population --- continues --> grow ||,"Biodiversity would increase, and sustainability would decrease.","Deer are introduced into a grassland ecosystem and their population increases considerably. If the deer population continues to grow, biodiversity would increase, and sustainability would decrease is the most likely outcome for the ecosystem.",deer --- are --> introduced || deer --- are introduced into --> grassland ecosystem || biodiversity --- would increase --> deer population continues || deer population --- continues --> grow || sustainability --- is --> likely outcome || sustainability --- would decrease --> likely outcome || sustainability --- is --> most likely outcome || sustainability --- would decrease --> most likely outcome || sustainability --- is most likely outcome for --> ecosystem || sustainability --- is likely outcome for --> ecosystem || sustainability --- would decrease --> likely outcome for ecosystem || sustainability --- would decrease --> most likely outcome for ecosystem ||,NA,NA,NA
MDSA_2007_8_24,"When 1 gram of water is evaporated, the volume of the water vapor increases but the mass remains constant. Why does the mass of the water remain constant?",The temperature of the water remains constant.,"When 1 gram of water is evaporated, the volume of the water vapor increases but the mass remains constant. The temperature of the water remains constant does the mass of the water remain constant.",volume --- remains --> constant || temperature --- remains --> constant || mass --- remain --> constant ||,The pressure acting on the water remains constant.,"When 1 gram of water is evaporated, the volume of the water vapor increases but the mass remains constant. The pressure acting on the water remains constant does the mass of the water remain constant.",volume --- remains --> constant || mass --- remain --> constant || pressure --- remains --> constant || pressure --- acting on --> water ||,The number of atoms in the water remains constant.,"When 1 gram of water is evaporated, the volume of the water vapor increases but the mass remains constant. The number of atoms in the water remains constant does the mass of the water remain constant.",volume --- remains --> constant || mass --- remain --> constant || number --- remains --> constant || atoms --- is in --> water ||,The distance between water molecules remains constant.,"When 1 gram of water is evaporated, the volume of the water vapor increases but the mass remains constant. The distance between water molecules remains constant does the mass of the water remain constant.",volume --- remains --> constant || mass --- remain --> constant || distance --- remains --> constant ||,NA,NA,NA
AKDE&ED_2008_8_48,Which process will most likely lead to the scientific acceptance of a hypothesis?,duplicating the results of an experiment,Duplicating the results of an experiment process will most likely lead to the scientific acceptance of a hypothesis.,,revising the original hypothesis,Revising the original hypothesis process will most likely lead to the scientific acceptance of a hypothesis.,,developing a theory based on the data,Developing a theory based on the data process will most likely lead to the scientific acceptance of a hypothesis.,theory --- based on --> data process ||,changing the experimental procedures,Changing the experimental procedures process will most likely lead to the scientific acceptance of a hypothesis.,,NA,NA,NA
Mercury_401014,"When a mixture of oxygen and hydrogen is ignited in a test tube, the reaction shown occurs. Hydrogen + Oxygen -> Water + Energy What happens to the total mass of the contents of the test tube?",The total mass increases.,"When a mixture of oxygen and hydrogen is ignited in a test tube, the reaction shown occurs. Hydrogen + Oxygen -> Water + Energy the total mass increases happens to the total mass of the contents of the test tube.",mixture --- is ignited in --> test tube || mixture --- is --> ignited || mixture --- is --> when ignited in test tube || mixture --- is --> when ignited || water total mass --- > increases --> happens to total mass of contents of test tube || water total mass --- increases --> happens to total mass of contents of test tube || water total mass --- > increases --> happens to mass of contents of test tube || water total mass --- increases --> happens to mass of contents of test tube || water total mass --- happens to --> total mass of contents || water total mass --- > increases --> happens to total mass of contents || water total mass --- increases --> happens to total mass of contents || water total mass --- > increases --> happens || water total mass --- increases --> happens || water total mass --- happens to --> total mass || water total mass --- > increases --> happens to total mass || water total mass --- increases --> happens to total mass || water total mass --- > increases --> happens to mass || water total mass --- increases --> happens to mass || water total mass --- happens to --> mass of contents of test tube || water total mass --- > increases --> happens to mass of contents || water total mass --- increases --> happens to mass of contents || water total mass --- happens to --> mass of contents || water total mass --- happens to --> mass || water total mass --- happens to --> total mass of contents of test tube || water mass --- > increases --> happens to mass of contents || water mass --- increases --> happens to mass of contents || water mass --- > increases --> happens || water mass --- increases --> happens || water mass --- > increases --> happens to total mass of contents || water mass --- increases --> happens to total mass of contents || water mass --- happens to --> mass of contents of test tube || water mass --- > increases --> happens to mass || water mass --- increases --> happens to mass || water mass --- > increases --> happens to total mass of contents of test tube || water mass --- increases --> happens to total mass of contents of test tube || water mass --- happens to --> total mass of contents of test tube || water mass --- > increases --> happens to total mass || water mass --- increases --> happens to total mass || water mass --- happens to --> mass || water mass --- happens to --> total mass || water mass --- happens to --> mass of contents || water mass --- > increases --> happens to mass of contents of test tube || water mass --- increases --> happens to mass of contents of test tube || water mass --- happens to --> total mass of contents ||,The total mass decreases.,"When a mixture of oxygen and hydrogen is ignited in a test tube, the reaction shown occurs. Hydrogen + Oxygen -> Water + Energy the total mass decreases happens to the total mass of the contents of the test tube.",mixture --- is ignited in --> test tube || mixture --- is --> ignited || mixture --- is --> when ignited in test tube || mixture --- is --> when ignited ||,The total mass remains the same.,"When a mixture of oxygen and hydrogen is ignited in a test tube, the reaction shown occurs. Hydrogen + Oxygen -> Water + Energy the total mass remains the same happens to the total mass of the contents of the test tube.",mixture --- is ignited in --> test tube || mixture --- is --> ignited || mixture --- is --> when ignited in test tube || mixture --- is --> when ignited || same --- happens to --> total mass of contents of test tube || same --- happens to --> total mass of contents || same --- happens to --> mass of contents of test tube || same --- happens to --> mass || same --- happens to --> total mass || same --- happens to --> mass of contents ||,Part of the mass is changed to heat energy.,"When a mixture of oxygen and hydrogen is ignited in a test tube, the reaction shown occurs. Hydrogen + Oxygen -> Water + Energy part of the mass is changed to heat energy happens to the total mass of the contents of the test tube.",mixture --- is ignited in --> test tube || mixture --- is --> ignited || mixture --- is --> when ignited in test tube || mixture --- is --> when ignited || > water part --- happens to --> mass of contents of test tube || > water part --- happens to --> total mass || > water part --- happens to --> total mass of contents || > water part --- happens to --> mass || > water part --- happens to --> total mass of contents of test tube || > water part --- happens to --> mass of contents || water part --- happens to --> total mass of contents of test tube || water part --- happens to --> mass || water part --- happens to --> total mass || water part --- happens to --> total mass of contents || water part --- happens to --> mass of contents || water part --- happens to --> mass of contents of test tube ||,NA,NA,NA
Mercury_7106698,Which device most likely provided technology for the invention of the first hearing aid?,telephone,Telephone device most likely provided technology for the invention of the first hearing aid.,,microscope,Microscope device most likely provided technology for the invention of the first hearing aid.,,phonograph,Phonograph device most likely provided technology for the invention of the first hearing aid.,,microphone,Microphone device most likely provided technology for the invention of the first hearing aid.,,NA,NA,NA
Mercury_7143308,Mr. Garcia's science class was studying energy and ways to cut energy costs. Each student was to compare their electric bill for October to the one they would receive for November. Each student would have a list of energy-saving tips that they would follow during November. Which would be the most uncontrollable factor in their investigation?,the list of energy-saving tips to follow,Mr. Garcia's science class was studying energy and ways to cut energy costs. Each student was to compare their electric bill for October to the one they would receive for November. Each student would have a list of energy-saving tips that they would follow during November. The list of energy-saving tips to follow would be the most uncontrollable factor in their investigation.,mr. garcia 's science class --- cut --> energy costs || mr. garcia 's science class --- was studying --> ways || mr. garcia 's science class --- was studying --> energy || mr. garcia --- has --> science class || student --- compare --> their bill || student --- compare --> their electric bill for october || student --- compare --> their bill for october || student --- compare --> their electric bill || they --- would follow during --> november || energy-saving tips --- list of be --> would most uncontrollable factor in their investigation || energy-saving tips --- list of be --> would uncontrollable factor in their investigation || tips --- list of be --> would uncontrollable factor in their investigation || tips --- list of be --> would most uncontrollable factor in their investigation || would uncontrollable factor --- is in --> their investigation ||,the outdoor temperature in November,Mr. Garcia's science class was studying energy and ways to cut energy costs. Each student was to compare their electric bill for October to the one they would receive for November. Each student would have a list of energy-saving tips that they would follow during November. The outdoor temperature in November would be the most uncontrollable factor in their investigation.,mr. garcia 's science class --- cut --> energy costs || mr. garcia 's science class --- was studying --> ways || mr. garcia 's science class --- was studying --> energy || mr. garcia --- has --> science class || student --- compare --> their bill || student --- compare --> their electric bill for october || student --- compare --> their bill for october || student --- compare --> their electric bill || they --- would follow during --> november || temperature --- would --> would uncontrollable factor in their investigation || temperature --- would --> would most uncontrollable factor in their investigation || outdoor temperature --- would --> would most uncontrollable factor in their investigation || outdoor temperature --- is in --> november || outdoor temperature --- would --> would uncontrollable factor in their investigation || would uncontrollable factor --- is in --> their investigation ||,the amount of time given to the investigation,Mr. Garcia's science class was studying energy and ways to cut energy costs. Each student was to compare their electric bill for October to the one they would receive for November. Each student would have a list of energy-saving tips that they would follow during November. The amount of time given to the investigation would be the most uncontrollable factor in their investigation.,mr. garcia 's science class --- cut --> energy costs || mr. garcia 's science class --- was studying --> ways || mr. garcia 's science class --- was studying --> energy || mr. garcia --- has --> science class || student --- compare --> their bill || student --- compare --> their electric bill for october || student --- compare --> their bill for october || student --- compare --> their electric bill || they --- would follow during --> november || amount --- would --> would uncontrollable factor in their investigation || amount --- would --> would most uncontrollable factor in their investigation || time --- amount of be --> would most uncontrollable factor in their investigation || time --- amount of be --> would uncontrollable factor in their investigation || would uncontrollable factor --- is in --> their investigation ||,the accuracy of the October and November bills,Mr. Garcia's science class was studying energy and ways to cut energy costs. Each student was to compare their electric bill for October to the one they would receive for November. Each student would have a list of energy-saving tips that they would follow during November. The accuracy of the October and November bills would be the most uncontrollable factor in their investigation.,mr. garcia 's science class --- cut --> energy costs || mr. garcia 's science class --- was studying --> ways || mr. garcia 's science class --- was studying --> energy || mr. garcia --- has --> science class || student --- compare --> their bill || student --- compare --> their electric bill for october || student --- compare --> their bill for october || student --- compare --> their electric bill || they --- would follow during --> november || october bills --- accuracy of be --> would most uncontrollable factor in their investigation || october bills --- accuracy of be --> would uncontrollable factor in their investigation || accuracy --- would --> would uncontrollable factor in their investigation || accuracy --- would --> would most uncontrollable factor in their investigation || would uncontrollable factor --- is in --> their investigation ||,NA,NA,NA
MCAS_2005_9_21,"A man ran on a treadmill for 1,800 seconds. At the end of his run, the treadmill indicated his energy output as 240,000 J. What average power did he generate?",666 W,"A man ran on a treadmill for 1,800 seconds. At the end of his run, the treadmill indicated his energy output as 240,000 J. 666 W average power did he generate.","man --- ran on --> treadmill || man --- ran for --> 1,800 seconds || treadmill --- indicated --> did he generate || treadmill --- indicated --> j. 666 w power did generate || treadmill --- indicated --> j. 666 w average power did he generate || treadmill --- indicated --> j. 666 w average power did generate || treadmill --- indicated at --> end of his run || treadmill --- indicated --> 240,000 j. 666 w power did he generate || treadmill --- indicated --> 240,000 j. 666 w average power did he generate || treadmill --- indicated --> 240,000 j. 666 w average power did generate || treadmill --- indicated --> j. 666 w power did he generate || treadmill --- indicated at --> end || treadmill --- indicated --> 240,000 j. 666 w power did generate || treadmill --- indicated --> his energy output ||",133 W,"A man ran on a treadmill for 1,800 seconds. At the end of his run, the treadmill indicated his energy output as 240,000 J. 133 W average power did he generate.","man --- ran on --> treadmill || man --- ran for --> 1,800 seconds || treadmill --- indicated --> did he generate || treadmill --- indicated --> 240,000 j. 133 w power did he generate || treadmill --- indicated --> 240,000 j. 133 w power did generate || treadmill --- indicated --> j. 133 w power did he generate || treadmill --- indicated at --> end of his run || treadmill --- indicated --> 240,000 j. 133 w average power did he generate || treadmill --- indicated --> j. 133 w average power did he generate || treadmill --- indicated at --> end || treadmill --- indicated --> 240,000 j. 133 w average power did generate || treadmill --- indicated --> j. 133 w power did generate || treadmill --- indicated --> j. 133 w average power did generate || treadmill --- indicated --> his energy output ||",66 W,"A man ran on a treadmill for 1,800 seconds. At the end of his run, the treadmill indicated his energy output as 240,000 J. 66 W average power did he generate.","man --- ran on --> treadmill || man --- ran for --> 1,800 seconds || treadmill --- indicated --> did he generate || treadmill --- indicated --> 240,000 j. 66 w power did generate || treadmill --- indicated --> j. 66 w power did generate || treadmill --- indicated at --> end of his run || treadmill --- indicated --> 240,000 j. 66 w average power did generate || treadmill --- indicated --> j. 66 w average power did generate || treadmill --- indicated --> 240,000 j. 66 w power did he generate || treadmill --- indicated --> j. 66 w power did he generate || treadmill --- indicated --> j. 66 w average power did he generate || treadmill --- indicated at --> end || treadmill --- indicated --> 240,000 j. 66 w average power did he generate || treadmill --- indicated --> his energy output ||",7 W,"A man ran on a treadmill for 1,800 seconds. At the end of his run, the treadmill indicated his energy output as 240,000 J. 7 W average power did he generate.","man --- ran on --> treadmill || man --- ran for --> 1,800 seconds || treadmill --- indicated --> 240,000 j. 7 w power did generate || treadmill --- indicated --> did he generate || treadmill --- indicated --> j. 7 w power did he generate || treadmill --- indicated --> 240,000 j. 7 w power did he generate || treadmill --- indicated --> j. 7 w power did generate || treadmill --- indicated --> 240,000 j. 7 w average power did he generate || treadmill --- indicated at --> end of his run || treadmill --- indicated --> j. 7 w average power did he generate || treadmill --- indicated at --> end || treadmill --- indicated --> 240,000 j. 7 w average power did generate || treadmill --- indicated --> j. 7 w average power did generate || treadmill --- indicated --> his energy output ||",NA,NA,NA
Mercury_400443,"An atom of tin has an atomic number of 50 and a mass number of 119. How many protons, electrons, and neutrons are found in one neutral atom of tin?","50 protons, 69 electrons, 50 neutrons","An atom of tin has an atomic number of 50 and a mass number of 119. 50 protons, 69 electrons, 50 neutrons many protons, electrons, and neutrons are found in one neutral atom of tin.",atom --- has --> number || atom --- has --> number of 50 || atom --- has --> mass number || atom --- has --> atomic number of 50 || atom --- has --> mass number of 119 || atom --- has --> atomic number ||,"50 protons, 50 electrons, 69 neutrons","An atom of tin has an atomic number of 50 and a mass number of 119. 50 protons, 50 electrons, 69 neutrons many protons, electrons, and neutrons are found in one neutral atom of tin.",atom --- has --> number || atom --- has --> number of 50 || atom --- has --> mass number || atom --- has --> atomic number of 50 || atom --- has --> mass number of 119 || atom --- has --> atomic number ||,"69 protons, 50 electrons, 69 neutrons","An atom of tin has an atomic number of 50 and a mass number of 119. 69 protons, 50 electrons, 69 neutrons many protons, electrons, and neutrons are found in one neutral atom of tin.",atom --- has --> number || atom --- has --> number of 50 || atom --- has --> mass number || atom --- has --> atomic number of 50 || atom --- has --> mass number of 119 || atom --- has --> atomic number ||,"69 protons, 69 electrons, 50 neutrons","An atom of tin has an atomic number of 50 and a mass number of 119. 69 protons, 69 electrons, 50 neutrons many protons, electrons, and neutrons are found in one neutral atom of tin.",atom --- has --> number || atom --- has --> number of 50 || atom --- has --> mass number || atom --- has --> atomic number of 50 || atom --- has --> mass number of 119 || atom --- has --> atomic number ||,NA,NA,NA
Mercury_7283430,"In organisms, macromolecules are made up of subunits. Which of these pairs correctly describes how a macromolecule is constructed?",DNA is made up of nucleic acids.,"In organisms, macromolecules are made up of subunits. DNA is made up of nucleic acids of these pairs correctly describes how a macromolecule is constructed.",macromolecules --- are --> made || macromolecules --- are --> made up || macromolecules --- are --> made up of subunits || macromolecules --- are --> in organisms made up of subunits || macromolecules --- are made up in --> organisms || macromolecules --- are made in --> organisms || dna --- is made up of --> nucleic acids || dna --- is made up of --> nucleic acids of pairs || dna --- is made up of --> acids || dna --- is made up --> describes || dna --- is made up --> correctly describes || dna --- is made up of --> acids of pairs || macromolecule --- is --> how constructed || macromolecule --- is --> constructed ||,Protein is made up of amino acids.,"In organisms, macromolecules are made up of subunits. Protein is made up of amino acids of these pairs correctly describes how a macromolecule is constructed.",macromolecules --- are --> made || macromolecules --- are --> made up || macromolecules --- are --> made up of subunits || macromolecules --- are --> in organisms made up of subunits || macromolecules --- are made up in --> organisms || macromolecules --- are made in --> organisms || macromolecule --- is --> how constructed || macromolecule --- is --> constructed || protein --- is made up --> correctly describes || protein --- is made up of --> amino acids || protein --- is made up --> describes || protein --- is made up of --> amino acids of pairs ||,Nucleic acids are made up of DNA.,"In organisms, macromolecules are made up of subunits. Nucleic acids are made up of DNA of these pairs correctly describes how a macromolecule is constructed.",macromolecules --- are --> made || macromolecules --- are --> made up || macromolecules --- are --> made up of subunits || macromolecules --- are --> in organisms made up of subunits || macromolecules --- are made up in --> organisms || macromolecules --- are made in --> organisms || acids --- are made up of --> dna of pairs || acids --- are made up --> describes || acids --- are made up --> correctly describes || acids --- are made up of --> dna || nucleic acids --- are made up of --> dna of pairs || nucleic acids --- are made up of --> dna || nucleic acids --- are made up --> correctly describes || nucleic acids --- are made up --> describes || macromolecule --- is --> how constructed || macromolecule --- is --> constructed ||,Amino acids are made up of protein.,"In organisms, macromolecules are made up of subunits. Amino acids are made up of protein of these pairs correctly describes how a macromolecule is constructed.",macromolecules --- are --> made || macromolecules --- are --> made up || macromolecules --- are --> made up of subunits || macromolecules --- are --> in organisms made up of subunits || macromolecules --- are made up in --> organisms || macromolecules --- are made in --> organisms || amino acids --- are made up of --> protein of pairs || amino acids --- are made up of --> protein || amino acids --- are made up --> correctly describes || amino acids --- are made up --> describes || macromolecule --- is --> how constructed || macromolecule --- is --> constructed ||,NA,NA,NA
Mercury_7159250,"Oak tree decline is linked to the effects of pathogenic fungi, insect defoliation, soil chemical stress, and microorganism activity. Which factor is an abiotic condition that is affecting oak tree decline?",pathogenic fungi,"Oak tree decline is linked to the effects of pathogenic fungi, insect defoliation, soil chemical stress, and microorganism activity. Pathogenic fungi factor is an abiotic condition that is affecting oak tree decline.",oak tree decline --- is linked to --> effects of fungi || oak tree decline --- is linked to --> effects || oak tree decline --- is --> linked || oak tree decline --- is linked to --> effects of pathogenic fungi || factor --- is --> abiotic ||,insect defoliation,"Oak tree decline is linked to the effects of pathogenic fungi, insect defoliation, soil chemical stress, and microorganism activity. Insect defoliation factor is an abiotic condition that is affecting oak tree decline.",oak tree decline --- is linked to --> effects of fungi || oak tree decline --- is linked to --> effects || oak tree decline --- is --> linked || oak tree decline --- is linked to --> effects of pathogenic fungi || factor --- is --> abiotic ||,soil chemical stress,"Oak tree decline is linked to the effects of pathogenic fungi, insect defoliation, soil chemical stress, and microorganism activity. Soil chemical stress factor is an abiotic condition that is affecting oak tree decline.",oak tree decline --- is linked to --> effects of fungi || oak tree decline --- is linked to --> effects || oak tree decline --- is --> linked || oak tree decline --- is linked to --> effects of pathogenic fungi || factor --- is --> abiotic ||,microorganism activity,"Oak tree decline is linked to the effects of pathogenic fungi, insect defoliation, soil chemical stress, and microorganism activity. Microorganism activity factor is an abiotic condition that is affecting oak tree decline.",oak tree decline --- is linked to --> effects of fungi || oak tree decline --- is linked to --> effects || oak tree decline --- is --> linked || oak tree decline --- is linked to --> effects of pathogenic fungi || factor --- is --> abiotic ||,NA,NA,NA
