MCAS_1998_8_24,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. Which explains how these two events were related?",The eruption intensified the greenhouse effect.,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. The eruption intensified the greenhouse effect explains how these two events were related.",large volcano --- erupted in --> pacific || large volcano --- ago erupted in --> pacific || large volcano --- erupted in --> south pacific || large volcano --- ago erupted in --> south pacific || volcano --- erupted in --> pacific || volcano --- ago erupted in --> pacific || volcano --- erupted in --> south pacific || volcano --- ago erupted in --> south pacific || boston --- recorded snow at_time --> month of year || two events --- were --> related || two events --- were --> how related || events --- were --> how related || events --- were --> related ||,Lava flow from the eruption caused a temporary increase in Earth's total heat energy.,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. Lava flow from the eruption caused a temporary increase in Earth's total heat energy explains how these two events were related.",large volcano --- erupted in --> pacific || large volcano --- ago erupted in --> pacific || large volcano --- erupted in --> south pacific || large volcano --- ago erupted in --> south pacific || volcano --- erupted in --> pacific || volcano --- ago erupted in --> pacific || volcano --- erupted in --> south pacific || volcano --- ago erupted in --> south pacific || boston --- recorded snow at_time --> month of year || two events --- were --> related || two events --- were --> how related || temporary increase --- is in --> earth 's total heat energy || earth --- in --> total heat energy || events --- were --> how related || events --- were --> related ||,The eruption caused damage to the ozone layer.,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. The eruption caused damage to the ozone layer explains how these two events were related.",large volcano --- erupted in --> pacific || large volcano --- ago erupted in --> pacific || large volcano --- erupted in --> south pacific || large volcano --- ago erupted in --> south pacific || volcano --- erupted in --> pacific || volcano --- ago erupted in --> pacific || volcano --- erupted in --> south pacific || volcano --- ago erupted in --> south pacific || boston --- recorded snow at_time --> month of year || eruption --- caused --> damage || eruption --- caused --> damage to ozone layer || two events --- were --> related || two events --- were --> how related || events --- were --> how related || events --- were --> related ||,Air pollution from the eruption caused a decrease in the amount of solar energy reaching Earth.,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. Air pollution from the eruption caused a decrease in the amount of solar energy reaching Earth explains how these two events were related.",large volcano --- erupted in --> pacific || large volcano --- ago erupted in --> pacific || large volcano --- erupted in --> south pacific || large volcano --- ago erupted in --> south pacific || volcano --- erupted in --> pacific || volcano --- ago erupted in --> pacific || volcano --- erupted in --> south pacific || volcano --- ago erupted in --> south pacific || boston --- recorded snow at_time --> month of year || air pollution --- caused --> decrease in amount energy explains || air pollution --- caused --> decrease || two events --- were --> related || two events --- were --> how related || events --- were --> how related || events --- were --> related || energy --- reaching --> earth || decrease --- is in --> amount energy reaching explains ||,NA,NA,NA
Mercury_SC_408367,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for which type of environment?,a salt marsh,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for a salt marsh type of environment.,animal --- close to --> body || fur --- will trap heat close to --> animal 's body || fur --- will trap --> heat || thick fur --- will trap --> heat || thick fur --- will trap heat close to --> animal 's body || mammal --- would --> would fit || mammal --- would --> would best fit || mammal --- is with --> thick fur ||,a frozen plain,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for a frozen plain type of environment.,animal --- close to --> body || fur --- will trap heat close to --> animal 's body || fur --- will trap --> heat || thick fur --- will trap --> heat || thick fur --- will trap heat close to --> animal 's body || mammal --- would --> would best fit for type of environment || mammal --- would --> would best fit for plain type of environment || mammal --- would --> would best fit for frozen plain type of environment || mammal --- would --> would best fit for frozen type of environment || mammal --- would --> would best fit for frozen plain type || mammal --- would --> would fit for plain type || mammal --- would --> would best fit for frozen type || mammal --- would --> would best fit || mammal --- would --> would fit for frozen plain type || mammal --- would --> would fit for frozen type of environment || mammal --- would --> would fit for frozen type || mammal --- would --> would fit for type || mammal --- would --> would best fit for plain type || mammal --- would --> would fit for frozen plain type of environment || mammal --- would --> would fit for type of environment || mammal --- would --> would fit || mammal --- would --> would best fit for type || mammal --- would --> would fit for plain type of environment || mammal --- is with --> thick fur ||,a sandy beach,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for a sandy beach type of environment.,animal --- close to --> body || fur --- will trap heat close to --> animal 's body || fur --- will trap --> heat || thick fur --- will trap --> heat || thick fur --- will trap heat close to --> animal 's body || mammal --- would --> would best fit for sandy beach type || mammal --- would --> would fit for sandy beach type || mammal --- would --> would best fit for beach type of environment || mammal --- would --> would fit || mammal --- would --> would fit for sandy beach type of environment || mammal --- would --> would fit for beach type || mammal --- would --> would best fit || mammal --- is with --> thick fur || mammal --- would --> would best fit for beach type || mammal --- would --> would best fit for sandy beach type of environment || mammal --- would --> would fit for beach type of environment ||,a humid rainforest,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for a humid rainforest type of environment.,animal --- close to --> body || fur --- will trap heat close to --> animal 's body || fur --- will trap --> heat || thick fur --- will trap --> heat || thick fur --- will trap heat close to --> animal 's body || mammal --- would --> would best fit for rainforest type || mammal --- would --> would fit for rainforest type || mammal --- would --> would fit for rainforest type of environment || mammal --- would --> would best fit for humid rainforest type || mammal --- would --> would fit || mammal --- would --> would best fit for humid rainforest type of environment || mammal --- would --> would fit for humid rainforest type of environment || mammal --- would --> would best fit || mammal --- would --> would best fit for rainforest type of environment || mammal --- would --> would fit for humid rainforest type || mammal --- is with --> thick fur ||,NA,NA,NA
Mercury_405804,Which resource is renewable?,oil,Oil resource is renewable.,oil resource --- is --> renewable ||,coal,Coal resource is renewable.,coal resource --- is --> renewable ||,natural gas,Natural gas resource is renewable.,gas resource --- is --> renewable || natural gas resource --- is --> renewable ||,water,Water resource is renewable.,water resource --- is --> renewable ||,NA,NA,NA
Mercury_7216318,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. What is most likely an effect of this disease?,a disruption in the homeostasis of the deer,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. A disruption in the homeostasis of the deer is most likely an effect of this disease.,disease --- causes --> increase in body temperature || disease --- causes --> decrease in blood glucose levels of deer || disease --- causes --> increase || disease --- causes --> decrease || disease --- causes --> decrease in blood glucose levels || infectious disease --- causes --> decrease || infectious disease --- causes --> decrease in blood glucose levels of deer || infectious disease --- causes --> increase in body temperature || infectious disease --- causes --> increase || infectious disease --- causes --> decrease in blood glucose levels || decrease --- is in --> blood glucose levels of deer || increase --- is in --> body temperature || disruption --- is in --> homeostasis of deer || disruption --- is most likely effect of --> disease || disruption --- is effect of --> disease || disruption --- is likely effect of --> disease || disruption --- is --> most likely effect || disruption --- is --> effect || disruption --- is --> likely effect ||,a change in the genetic makeup of the deer,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. A change in the genetic makeup of the deer is most likely an effect of this disease.,disease --- causes --> increase in body temperature || disease --- causes --> decrease in blood glucose levels of deer || disease --- causes --> increase || disease --- causes --> decrease || disease --- causes --> decrease in blood glucose levels || infectious disease --- causes --> decrease || infectious disease --- causes --> decrease in blood glucose levels of deer || infectious disease --- causes --> increase in body temperature || infectious disease --- causes --> increase || infectious disease --- causes --> decrease in blood glucose levels || decrease --- is in --> blood glucose levels of deer || increase --- is in --> body temperature || change --- is --> effect || change --- is --> likely effect || change --- is most likely effect of --> disease || change --- is effect of --> disease || change --- is likely effect of --> disease || change --- is in --> genetic makeup of deer || change --- is --> most likely effect ||,an increase in the energy level of the deer,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. An increase in the energy level of the deer is most likely an effect of this disease.,disease --- causes --> increase in body temperature || disease --- causes --> decrease in blood glucose levels of deer || disease --- causes --> increase || disease --- causes --> decrease || disease --- causes --> decrease in blood glucose levels || infectious disease --- causes --> decrease || infectious disease --- causes --> decrease in blood glucose levels of deer || infectious disease --- causes --> increase in body temperature || infectious disease --- causes --> increase || infectious disease --- causes --> decrease in blood glucose levels || decrease --- is in --> blood glucose levels of deer || increase --- is most likely effect of --> disease || increase --- is effect of --> disease || increase --- is likely effect of --> disease || increase --- is in --> body temperature || increase --- is --> most likely effect || increase --- is --> effect || increase --- is in --> energy level of deer || increase --- is --> likely effect ||,an increase in the reproductive rate of the deer,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. An increase in the reproductive rate of the deer is most likely an effect of this disease.,disease --- causes --> increase in body temperature || disease --- causes --> decrease in blood glucose levels of deer || disease --- causes --> increase || disease --- causes --> decrease || disease --- causes --> decrease in blood glucose levels || infectious disease --- causes --> decrease || infectious disease --- causes --> decrease in blood glucose levels of deer || infectious disease --- causes --> increase in body temperature || infectious disease --- causes --> increase || infectious disease --- causes --> decrease in blood glucose levels || decrease --- is in --> blood glucose levels of deer || increase --- is most likely effect of --> disease || increase --- is effect of --> disease || increase --- is likely effect of --> disease || increase --- is in --> body temperature || increase --- is in --> reproductive rate of deer || increase --- is --> most likely effect || increase --- is --> effect || increase --- is --> likely effect ||,NA,NA,NA
Mercury_401312,Coal is formed from,seas that have evaporated.,Coal is formed from seas that have evaporated.,coal --- is --> formed ||,natural gas subjected to heat.,Coal is formed from natural gas subjected to heat.,coal --- is formed from --> gas subjected || coal --- is formed from --> natural gas subjected || coal --- is formed from --> gas subjected to heat || coal --- is formed from --> natural gas || coal --- is formed from --> gas || coal --- is formed from --> natural gas subjected to heat || coal --- is --> formed ||,melted and cooled metamorphic rock.,Coal is formed from melted and cooled metamorphic rock.,coal --- is formed from --> melted metamorphic rock || coal --- is formed from --> rock || coal --- is formed from --> melted rock || coal --- is formed from --> metamorphic rock || coal --- is --> formed ||,plant remains decomposed under pressure.,Coal is formed from plant remains decomposed under pressure.,formed --- remains --> decomposed under pressure || formed --- decomposed under --> pressure || formed --- remains --> decomposed || coal --- is formed from --> plant || coal --- is --> formed ||,NA,NA,NA
MDSA_2013_8_23,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. What is the most likely reason the bag expanded after the two substances were mixed?,The substances became cooler and expanded.,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. The substances became cooler and expanded is the most likely reason the bag expanded after the two substances were mixed.,science teacher --- mixes --> two substances || science teacher --- mixes --> two different substances || two substances --- were --> mixed || bag --- expands --> open || bag --- expanded --> mixed || expanded --- is likely reason --> bag expanded || expanded --- is most likely reason --> bag expanded || substances --- were --> mixed || substances --- became --> cooler ||,The substances physically changed the plastic.,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. The substances physically changed the plastic is the most likely reason the bag expanded after the two substances were mixed.,science teacher --- mixes --> two substances || science teacher --- mixes --> two different substances || two substances --- were --> mixed || bag --- expands --> open || bag --- expanded --> mixed || substances --- were --> mixed || substances --- changed --> plastic || substances --- physically changed --> plastic ||,The substances became warm and stretched the bag.,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. The substances became warm and stretched the bag is the most likely reason the bag expanded after the two substances were mixed.,science teacher --- mixes --> two substances || science teacher --- mixes --> two different substances || two substances --- were --> mixed || bag --- expands --> open || bag --- expanded --> mixed || substances --- were --> mixed || substances --- stretched --> bag || substances --- became --> warm ||,The substances chemically reacted and produced a gas.,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. The substances chemically reacted and produced a gas is the most likely reason the bag expanded after the two substances were mixed.,science teacher --- mixes --> two substances || science teacher --- mixes --> two different substances || two substances --- were --> mixed || bag --- expands --> open || bag --- expanded --> mixed || substances --- were --> mixed || gas --- is likely reason --> bag expanded || gas --- is most likely reason --> bag expanded ||,NA,NA,NA
Mercury_SC_405880,Which activity is an example of conserving nonrenewable resources?,carpooling to work,Carpooling to work activity is an example of conserving nonrenewable resources.,carpooling --- work --> activity ||,composting grass clippings,Composting grass clippings activity is an example of conserving nonrenewable resources.,,using a solar-powered calculator,Using a solar-powered calculator activity is an example of conserving nonrenewable resources.,,watering the lawn in the morning,Watering the lawn in the morning activity is an example of conserving nonrenewable resources.,,NA,NA,NA
ACTAAP_2009_5_12,A student shines a flashlight on different colors of paper. Which color of paper will absorb the most light?,Red,A student shines a flashlight on different colors of paper. Red color of paper will absorb the most light.,student --- shines --> flashlight on different colors of paper || student --- shines --> flashlight || student --- shines --> flashlight on colors || student --- shines --> flashlight on colors of paper || student --- shines --> flashlight on different colors || color --- will absorb --> most light || color --- will absorb --> light || red color --- will absorb --> light || red color --- will absorb --> most light ||,Black,A student shines a flashlight on different colors of paper. Black color of paper will absorb the most light.,student --- shines --> flashlight on different colors of paper || student --- shines --> flashlight || student --- shines --> flashlight on colors || student --- shines --> flashlight on colors of paper || student --- shines --> flashlight on different colors || color --- will absorb --> most light || color --- will absorb --> light || black color --- will absorb --> most light || black color --- will absorb --> light ||,White,A student shines a flashlight on different colors of paper. White color of paper will absorb the most light.,student --- shines --> flashlight on different colors of paper || student --- shines --> flashlight || student --- shines --> flashlight on colors || student --- shines --> flashlight on colors of paper || student --- shines --> flashlight on different colors || color --- will absorb --> most light || color --- will absorb --> light || white color --- will absorb --> most light || white color --- will absorb --> light ||,Yellow,A student shines a flashlight on different colors of paper. Yellow color of paper will absorb the most light.,student --- shines --> flashlight on different colors of paper || student --- shines --> flashlight || student --- shines --> flashlight on colors || student --- shines --> flashlight on colors of paper || student --- shines --> flashlight on different colors || color --- will absorb --> most light || color --- will absorb --> light || yellow color --- will absorb --> most light || yellow color --- will absorb --> light ||,NA,NA,NA
CSZ20754,Which characteristic of motion could change without changing the velocity of an object?,the speed,The speed characteristic of motion could change without changing the velocity of an object.,speed characteristic --- changing --> velocity of object || speed characteristic --- changing --> velocity ||,the position,The position characteristic of motion could change without changing the velocity of an object.,position characteristic --- changing --> velocity || position characteristic --- changing --> velocity of object ||,the direction,The direction characteristic of motion could change without changing the velocity of an object.,direction characteristic --- changing --> velocity || direction characteristic --- changing --> velocity of object ||,the acceleration,The acceleration characteristic of motion could change without changing the velocity of an object.,acceleration characteristic --- changing --> velocity || acceleration characteristic --- changing --> velocity of object ||,NA,NA,NA
Mercury_184363,Which represents a short-term storage for carbon?,Coral reefs formed from calcium carbonate.,Coral reefs formed from calcium carbonate represents a short-term storage for carbon.,coral reefs --- formed from --> calcium carbonate || coral reefs --- represents --> storage || coral reefs --- represents --> short-term storage for carbon || coral reefs --- represents --> storage for carbon || coral reefs --- represents --> short-term storage ||,Coal formed from plants that lived long ago.,Coal formed from plants that lived long ago represents a short-term storage for carbon.,coal formed --- represents --> short-term storage for carbon || coal formed --- represents --> storage for carbon || coal formed --- represents --> storage || coal formed --- represents --> short-term storage ||,Limestone rocks quarried at Earth's surface.,Limestone rocks quarried at Earth's surface represents a short-term storage for carbon.,limestone rocks quarried --- represents --> storage for carbon || limestone rocks quarried --- represents --> short-term storage || limestone rocks quarried --- represents --> short-term storage for carbon || limestone rocks quarried --- represents --> storage || earth --- at --> surface || limestone rocks --- quarried at --> earth 's surface ||,Carbohydrates stored in fruits and vegetables.,Carbohydrates stored in fruits and vegetables represents a short-term storage for carbon.,carbohydrates stored --- represents --> storage || carbohydrates stored --- represents --> short-term storage for carbon || carbohydrates stored --- represents --> storage for carbon || carbohydrates stored --- represents --> short-term storage || carbohydrates --- stored in --> fruits ||,NA,NA,NA
