Mercury_SC_401265,"When a scientist comes up with a hypothesis, he or she is most likely",summarizing the data in an investigation.,"Summarizing the data in an investigation a scientist comes up with a hypothesis, he or she is most likely",she --- is --> with hypothesis most likely || she --- is --> likely || she --- is --> most likely || she --- is --> with hypothesis likely || she --- is most likely with --> hypothesis || she --- is likely with --> hypothesis || he --- is most likely with --> hypothesis || he --- is likely with --> hypothesis || he --- is --> most likely || he --- is --> likely ||,conducting the final steps of an experiment.,"Conducting the final steps of an experiment a scientist comes up with a hypothesis, he or she is most likely",he --- is --> with hypothesis most likely || he --- is most likely with --> hypothesis || he --- is likely with --> hypothesis || he --- is --> with hypothesis likely || he --- is --> most likely || he --- is --> likely || she --- is --> likely || she --- is --> most likely || she --- is most likely with --> hypothesis || she --- is likely with --> hypothesis ||,changing the procedures during an experiment.,"Changing the procedures during an experiment a scientist comes up with a hypothesis, he or she is most likely",she --- is --> with hypothesis most likely || she --- is --> likely || she --- is --> most likely || she --- is --> with hypothesis likely || she --- is most likely with --> hypothesis || she --- is likely with --> hypothesis || he --- is most likely with --> hypothesis || he --- is likely with --> hypothesis || he --- is --> most likely || he --- is --> likely ||,predicting what will happen in an investigation.,"Predicting what will happen in an investigation a scientist comes up with a hypothesis, he or she is most likely",he --- is --> with hypothesis most likely || he --- is most likely with --> hypothesis || he --- is likely with --> hypothesis || he --- is --> with hypothesis likely || he --- is --> most likely || he --- is --> likely || she --- is --> likely || she --- is --> most likely || she --- is most likely with --> hypothesis || she --- is likely with --> hypothesis ||,NA,NA,NA
OHAT_2009_8_34,What is the role of the mitochondrion in cells?,It converts sunlight to energy.,It converts sunlight to energy is the role of the mitochondrion in cells.,it --- converts --> sunlight || it --- converts sunlight to --> energy || mitochondrion --- is in --> cells ||,It controls all functions of the cell.,It controls all functions of the cell is the role of the mitochondrion in cells.,mitochondrion --- is in --> cells || it --- functions of --> cell || it --- controls --> functions of cell ||,It transports water throughout the cell.,It transports water throughout the cell is the role of the mitochondrion in cells.,it --- transports water throughout --> cell || it --- transports --> water || mitochondrion --- is in --> cells ||,It breaks down sugar to release energy.,It breaks down sugar to release energy is the role of the mitochondrion in cells.,it --- release --> energy || it --- breaks down --> sugar || mitochondrion --- is in --> cells ||,NA,NA,NA
Mercury_406639,The human population is increasing every day. How does this increase in population affect the natural resources that maintain humans?,It increases the supply of resources.,The human population is increasing every day. It increases the supply of resources does this increase in population affect the natural resources that maintain humans.,population --- is increasing at_time --> day || human population --- is increasing at_time --> day || it --- increases --> supply || it --- supply of --> resources || it --- increases --> supply of resources || increase --- is in --> population ||,It decreases the amount of resources.,The human population is increasing every day. It decreases the amount of resources does this increase in population affect the natural resources that maintain humans.,population --- is increasing at_time --> day || human population --- is increasing at_time --> day || increase --- amount of --> resources || increase --- is in --> population ||,It results in less demand for resources.,The human population is increasing every day. It results in less demand for resources does this increase in population affect the natural resources that maintain humans.,population --- is increasing at_time --> day || human population --- is increasing at_time --> day || increase --- is in --> population || it --- results in --> less demand for resources || it --- results in --> demand || it --- results in --> demand for resources || it --- results in --> less demand ||,It improves the quality of the resources.,The human population is increasing every day. It improves the quality of the resources does this increase in population affect the natural resources that maintain humans.,population --- is increasing at_time --> day || human population --- is increasing at_time --> day || increase --- quality of --> resources || increase --- is in --> population ||,NA,NA,NA
Mercury_7008610,Which is a physical change?,a piece of wood burning,A piece of wood burning is a physical change.,piece --- is --> change || piece --- is --> physical || piece --- is --> physical change || wood burning --- piece of is --> physical change || wood burning --- piece of is --> change ||,a copper roof changing color,A copper roof changing color is a physical change.,roof --- is --> physical || copper roof --- is --> physical change || copper roof --- is --> change ||,rust forming on an iron fence,Rust forming on an iron fence is a physical change.,rust --- is --> physical || rust --- is --> change || rust --- forming on --> iron fence || rust --- is --> physical change ||,a sheet of paper shredding,A sheet of paper shredding is a physical change.,sheet --- is --> change || sheet --- is --> physical || sheet --- is --> physical change || paper shredding --- sheet of is --> change || paper shredding --- sheet of is --> physical change ||,NA,NA,NA
MCAS_2009_8_12,How is a skin cell from a mouse similar to an amoeba?,Both need energy.,Both need energy is a skin cell from a mouse similar to an amoeba.,both need --- is --> skin cell from mouse || both need --- is --> skin cell from mouse similar || both need --- is --> skin cell || both need --- is --> skin cell from mouse similar to amoeba || both --- need --> energy ||,Both have cell walls.,Both have cell walls is a skin cell from a mouse similar to an amoeba.,cell walls --- is --> skin cell from mouse similar to amoeba || cell walls --- is --> skin cell || cell walls --- is --> skin cell from mouse similar || cell walls --- is --> skin cell from mouse ||,Both move with pseudopodia.,Both move with pseudopodia is a skin cell from a mouse similar to an amoeba.,move --- is with --> pseudopodia ||,Both consume carbon dioxide.,Both consume carbon dioxide is a skin cell from a mouse similar to an amoeba.,both --- consume --> carbon dioxide ||,NA,NA,NA
MCAS_2005_8_12,Which of the following describes a feature 12 that is shared by Earth and the Moon?,They have nearly the same atmosphere.,They have nearly the same atmosphere describes a feature 12 that is shared by Earth and the Moon.,,They have almost the same gravitational pull.,They have almost the same gravitational pull describes a feature 12 that is shared by Earth and the Moon.,,They have a rocky crust that includes mountains.,They have a rocky crust that includes mountains describes a feature 12 that is shared by Earth and the Moon.,,They have areas that show considerable water erosion.,They have areas that show considerable water erosion describes a feature 12 that is shared by Earth and the Moon.,,NA,NA,NA
ACTAAP_2008_7_4,"A student is investigating Newton's second law of motion by changing the force acting on an object and observing its resulting acceleration. If the force on the object were increased four times, by how much would the acceleration increase?",2 times,"A student is investigating Newton's second law of motion by changing the force acting on an object and observing its resulting acceleration. If the force on the object were increased four times, by 2 times much would the acceleration increase.",student --- is investigating --> newton 's second law || student --- changing --> force || student --- changing --> force acting || student --- is investigating --> newton 's law of motion || student --- is investigating --> newton 's second law of motion || student --- is investigating --> newton 's law || student --- changing --> force acting on object || force --- observing --> its acceleration || force --- observing --> its resulting acceleration || force --- were --> increased four times by 2 times would acceleration increase || force --- were --> increased would acceleration increase || force --- were increased --> four times || force --- were --> increased four times by 2 times much would acceleration increase || force --- were --> increased || force --- were --> increased four times would acceleration increase || force --- were --> increased much would acceleration increase || force --- were --> increased four times much would acceleration increase || force --- were --> increased by 2 times would acceleration increase || force --- were --> increased by 2 times much would acceleration increase || newton --- has --> second law of motion ||,4 times,"A student is investigating Newton's second law of motion by changing the force acting on an object and observing its resulting acceleration. If the force on the object were increased four times, by 4 times much would the acceleration increase.",student --- is investigating --> newton 's second law || student --- changing --> force || student --- changing --> force acting || student --- is investigating --> newton 's law of motion || student --- is investigating --> newton 's second law of motion || student --- is investigating --> newton 's law || student --- changing --> force acting on object || force --- observing --> its acceleration || force --- observing --> its resulting acceleration || force --- were --> increased four times by 4 times would acceleration increase || force --- were --> increased four times by 4 times much would acceleration increase || force --- were --> increased would acceleration increase || force --- were increased --> four times || force --- were --> increased || force --- were --> increased by 4 times much would acceleration increase || force --- were --> increased four times would acceleration increase || force --- were --> increased much would acceleration increase || force --- were --> increased by 4 times would acceleration increase || force --- were --> increased four times much would acceleration increase || newton --- has --> second law of motion ||,8 times,"A student is investigating Newton's second law of motion by changing the force acting on an object and observing its resulting acceleration. If the force on the object were increased four times, by 8 times much would the acceleration increase.",student --- is investigating --> newton 's second law || student --- changing --> force || student --- changing --> force acting || student --- is investigating --> newton 's law of motion || student --- is investigating --> newton 's second law of motion || student --- is investigating --> newton 's law || student --- changing --> force acting on object || force --- observing --> its acceleration || force --- observing --> its resulting acceleration || force --- were --> increased four times by 8 times would acceleration increase || force --- were --> increased would acceleration increase || force --- were increased --> four times || force --- were --> increased by 8 times would acceleration increase || force --- were --> increased four times by 8 times much would acceleration increase || force --- were --> increased || force --- were --> increased four times would acceleration increase || force --- were --> increased by 8 times much would acceleration increase || force --- were --> increased much would acceleration increase || force --- were --> increased four times much would acceleration increase || newton --- has --> second law of motion ||,16 times,"A student is investigating Newton's second law of motion by changing the force acting on an object and observing its resulting acceleration. If the force on the object were increased four times, by 16 times much would the acceleration increase.",student --- is investigating --> newton 's second law || student --- changing --> force || student --- changing --> force acting || student --- is investigating --> newton 's law of motion || student --- is investigating --> newton 's second law of motion || student --- is investigating --> newton 's law || student --- changing --> force acting on object || force --- observing --> its acceleration || force --- observing --> its resulting acceleration || force --- were --> increased four times by 16 times would acceleration increase || force --- were --> increased four times by 16 times much would acceleration increase || force --- were --> increased by 16 times would acceleration increase || force --- were --> increased would acceleration increase || force --- were increased --> four times || force --- were --> increased by 16 times much would acceleration increase || force --- were --> increased || force --- were --> increased four times would acceleration increase || force --- were --> increased much would acceleration increase || force --- were --> increased four times much would acceleration increase || newton --- has --> second law of motion ||,NA,NA,NA
NYSEDREGENTS_2008_4_3,Which type of energy is needed to cut a piece of wood into smaller pieces with a saw?,light,Light type of energy is needed to cut a piece of wood into smaller pieces with a saw.,light type --- is --> needed || light type --- cut piece into --> smaller pieces || light type --- cut piece into --> smaller pieces with saw || light type --- cut piece into --> pieces with saw || light type --- cut --> piece || light type --- cut --> piece of wood || light type --- cut piece into --> pieces || smaller pieces --- is with --> saw || type --- cut --> piece of wood || type --- is --> needed || type --- cut --> piece || type --- cut piece into --> smaller pieces || type --- cut piece into --> smaller pieces with saw || type --- cut piece into --> pieces || type --- cut piece into --> pieces with saw ||,heat,Heat type of energy is needed to cut a piece of wood into smaller pieces with a saw.,smaller pieces --- is with --> saw || heat type --- cut piece into --> pieces with saw || heat type --- cut --> piece of wood || heat type --- cut piece into --> smaller pieces with saw || heat type --- is --> needed || heat type --- cut piece into --> smaller pieces || heat type --- cut piece into --> pieces || heat type --- cut --> piece ||,sound,Sound type of energy is needed to cut a piece of wood into smaller pieces with a saw.,sound type --- is --> needed || sound type --- cut piece into --> smaller pieces with saw || sound type --- cut piece into --> pieces || sound type --- cut --> piece || sound type --- cut piece into --> smaller pieces || sound type --- cut --> piece of wood || sound type --- cut piece into --> pieces with saw || type --- cut --> piece of wood || type --- is --> needed || type --- cut --> piece || type --- cut piece into --> smaller pieces || type --- cut piece into --> smaller pieces with saw || type --- cut piece into --> pieces || type --- cut piece into --> pieces with saw || smaller pieces --- is with --> saw ||,mechanical,Mechanical type of energy is needed to cut a piece of wood into smaller pieces with a saw.,mechanical type --- cut --> piece of wood || mechanical type --- cut piece into --> pieces with saw || mechanical type --- cut piece into --> smaller pieces with saw || mechanical type --- cut --> piece || mechanical type --- is --> needed || mechanical type --- cut piece into --> pieces || mechanical type --- cut piece into --> smaller pieces || type --- cut --> piece of wood || type --- is --> needed || type --- cut --> piece || type --- cut piece into --> smaller pieces || type --- cut piece into --> smaller pieces with saw || type --- cut piece into --> pieces || type --- cut piece into --> pieces with saw || smaller pieces --- is with --> saw ||,NA,NA,NA
Mercury_SC_416181,Patrick broke his wrist skateboarding. The doctor told Patrick to eat foods rich in vitamin D while his wrist heals. Which type of food will help Patrick's wrist heal?,green vegetables,Patrick broke his wrist skateboarding. The doctor told Patrick to eat foods rich in vitamin D while his wrist heals. Green vegetables type of food will help Patrick's wrist heal.,patrick --- broke --> his wrist skateboarding || patrick --- eat --> foods rich || patrick --- eat --> foods rich in vitamin d || patrick --- eat --> foods || patrick --- eat foods while --> his wrist heals || patrick --- has --> wrist || doctor --- told --> patrick || foods --- rich in --> vitamin d ||,dairy products,Patrick broke his wrist skateboarding. The doctor told Patrick to eat foods rich in vitamin D while his wrist heals. Dairy products type of food will help Patrick's wrist heal.,patrick --- broke --> his wrist skateboarding || patrick --- eat --> foods rich || patrick --- eat --> foods rich in vitamin d || patrick --- eat --> foods || patrick --- eat foods while --> his wrist heals || patrick --- has --> wrist || doctor --- told --> patrick || foods --- rich in --> vitamin d ||,lean meats,Patrick broke his wrist skateboarding. The doctor told Patrick to eat foods rich in vitamin D while his wrist heals. Lean meats type of food will help Patrick's wrist heal.,patrick --- broke --> his wrist skateboarding || patrick --- eat --> foods rich || patrick --- eat --> foods rich in vitamin d || patrick --- eat --> foods || patrick --- eat foods while --> his wrist heals || patrick --- has --> wrist || doctor --- told --> patrick || foods --- rich in --> vitamin d ||,whole grains,Patrick broke his wrist skateboarding. The doctor told Patrick to eat foods rich in vitamin D while his wrist heals. Whole grains type of food will help Patrick's wrist heal.,patrick --- broke --> his wrist skateboarding || patrick --- eat --> foods rich || patrick --- eat --> foods rich in vitamin d || patrick --- eat --> foods || patrick --- eat foods while --> his wrist heals || patrick --- has --> wrist || doctor --- told --> patrick || foods --- rich in --> vitamin d ||,NA,NA,NA
NYSEDREGENTS_2010_4_30,"A student performed this experiment: Four different types of seeds were planted in identical pots filled with the same kind and amount of soil. The pots were placed in a warm, sunny place and were given the same amount of water each day for a month. Which question about these seeds could be answered at the end of the month?",Which seeds grew well in the dark?,"A student performed this experiment: Four different types of seeds were planted in identical pots filled with the same kind and amount of soil. The pots were placed in a warm, sunny place and were given the same amount of water each day for a month. Which seeds grew well in the dark? question about these seeds could be answered at the end of the month.",student --- performed --> experiment || pots --- were placed in --> warm place || pots --- were placed in --> place || pots --- were --> placed || pots --- were placed in --> sunny place || pots --- were placed in --> warm sunny place || question --- could --> could answered at end of month || question --- could --> could answered || question --- could --> could answered at end ||,Which seeds produced the tallest plants?,"A student performed this experiment: Four different types of seeds were planted in identical pots filled with the same kind and amount of soil. The pots were placed in a warm, sunny place and were given the same amount of water each day for a month. Which seeds produced the tallest plants? question about these seeds could be answered at the end of the month.",student --- performed --> experiment || pots --- were placed in --> warm place || pots --- were placed in --> place || pots --- were --> placed || pots --- were placed in --> sunny place || pots --- were placed in --> warm sunny place || question --- could --> could answered at end of month || question --- could --> could answered || question --- could --> could answered at end ||,Which seeds survived in cold temperatures?,"A student performed this experiment: Four different types of seeds were planted in identical pots filled with the same kind and amount of soil. The pots were placed in a warm, sunny place and were given the same amount of water each day for a month. Which seeds survived in cold temperatures? question about these seeds could be answered at the end of the month.",student --- performed --> experiment || pots --- were placed in --> warm place || pots --- were placed in --> place || pots --- were --> placed || pots --- were placed in --> sunny place || pots --- were placed in --> warm sunny place || question --- could --> could answered at end of month || question --- could --> could answered || question --- could --> could answered at end ||,Which seeds needed the least amount of water?,"A student performed this experiment: Four different types of seeds were planted in identical pots filled with the same kind and amount of soil. The pots were placed in a warm, sunny place and were given the same amount of water each day for a month. Which seeds needed the least amount of water? question about these seeds could be answered at the end of the month.",student --- performed --> experiment || pots --- were placed in --> warm place || pots --- were placed in --> place || pots --- were --> placed || pots --- were placed in --> sunny place || pots --- were placed in --> warm sunny place || question --- could --> could answered at end of month || question --- could --> could answered || question --- could --> could answered at end ||,NA,NA,NA
