Mercury_7056858,"Multicellular organisms have four main types of tissue which include muscle, epithelial, nerve, and connective tissue. Which organ consists mostly of nerve tissue?",brain,"Multicellular organisms have four main types of tissue which include muscle, epithelial, nerve, and connective tissue. Brain organ consists mostly of nerve tissue.",brain organ --- consists of --> mostly nerve tissue || brain organ --- consists of --> nerve tissue ||,liver,"Multicellular organisms have four main types of tissue which include muscle, epithelial, nerve, and connective tissue. Liver organ consists mostly of nerve tissue.",liver organ --- consists of --> nerve tissue || liver organ --- consists of --> mostly nerve tissue ||,skin,"Multicellular organisms have four main types of tissue which include muscle, epithelial, nerve, and connective tissue. Skin organ consists mostly of nerve tissue.",skin organ --- consists of --> mostly nerve tissue || skin organ --- consists of --> nerve tissue ||,stomach,"Multicellular organisms have four main types of tissue which include muscle, epithelial, nerve, and connective tissue. Stomach organ consists mostly of nerve tissue.",stomach organ --- consists of --> nerve tissue || stomach organ --- consists of --> mostly nerve tissue ||,NA,NA,NA
Mercury_7027160,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except,potassium.,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except potassium.,it --- be --> may inferred || fertilizer --- includes --> ingredients except potassium || fertilizer --- includes --> ingredients ||,phosphorus.,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except phosphorus.,it --- be --> may inferred || fertilizer --- includes --> ingredients except phosphorus || fertilizer --- includes --> ingredients ||,carbohydrates.,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except carbohydrates.,it --- be --> may inferred || fertilizer --- includes --> ingredients || fertilizer --- includes --> ingredients except carbohydrates ||,nitrogen.,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except nitrogen.,fertilizer --- includes --> ingredients except nitrogen || fertilizer --- includes --> ingredients || it --- be --> may inferred ||,NA,NA,NA
Mercury_400811,"To produce light, the atoms inside a light bulb transform electrical energy into what other kind of energy?",heat,"To produce light, the atoms inside a light bulb transform electrical energy into heat other kind of energy.",atoms --- transform energy into --> heat kind of energy || atoms --- produce --> light || atoms --- transform --> electrical energy || atoms --- transform --> energy || atoms --- transform energy into --> heat other kind || atoms --- transform energy into --> heat other kind of energy || atoms --- transform energy into --> heat kind ||,chemical,"To produce light, the atoms inside a light bulb transform electrical energy into chemical other kind of energy.",atoms --- produce --> light || atoms --- transform --> electrical energy || atoms --- transform --> energy || atoms --- transform energy into --> chemical kind of energy || atoms --- transform energy into --> chemical kind || atoms --- transform energy into --> chemical other kind of energy || atoms --- transform energy into --> chemical other kind ||,mechanical,"To produce light, the atoms inside a light bulb transform electrical energy into mechanical other kind of energy.",atoms --- transform energy into --> kind || atoms --- transform energy into --> mechanical kind of energy || atoms --- transform energy into --> mechanical kind || atoms --- transform energy into --> other kind || atoms --- transform energy into --> kind of energy || atoms --- produce --> light || atoms --- transform --> electrical energy || atoms --- transform energy into --> mechanical other kind of energy || atoms --- transform energy into --> mechanical other kind || atoms --- transform --> energy || atoms --- transform energy into --> other kind of energy ||,electromagnetic,"To produce light, the atoms inside a light bulb transform electrical energy into electromagnetic other kind of energy.",atoms --- transform energy into --> kind || atoms --- transform energy into --> other kind || atoms --- transform energy into --> kind of energy || atoms --- produce --> light || atoms --- transform --> electrical energy || atoms --- transform energy into --> electromagnetic kind || atoms --- transform --> energy || atoms --- transform energy into --> electromagnetic kind of energy || atoms --- transform energy into --> other kind of energy || atoms --- transform energy into --> electromagnetic other kind of energy || atoms --- transform energy into --> electromagnetic other kind ||,NA,NA,NA
Mercury_SC_400062,A plateau is most likely formed by,runoff from a river.,A plateau is most likely formed by runoff from a river.,plateau --- is --> most likely formed || plateau --- is most likely formed by --> runoff from river || plateau --- is likely formed by --> runoff from river || plateau --- is formed by --> runoff from river || plateau --- is --> formed || plateau --- is most likely formed by --> runoff || plateau --- is likely formed by --> runoff || plateau --- is formed by --> runoff || plateau --- is --> likely formed ||,weathering by waves.,A plateau is most likely formed by weathering by waves.,plateau --- is --> likely || plateau --- is --> most likely ||,erosion of rock debris.,A plateau is most likely formed by erosion of rock debris.,plateau --- is --> most likely formed || plateau --- is formed by --> erosion of rock debris || plateau --- is likely formed by --> erosion of rock debris || plateau --- is most likely formed by --> erosion of rock debris || plateau --- is formed by --> erosion || plateau --- is likely formed by --> erosion || plateau --- is most likely formed by --> erosion || plateau --- is --> formed || plateau --- is --> likely formed ||,a buildup of cooled lava.,A plateau is most likely formed by a buildup of cooled lava.,plateau --- is --> most likely formed || plateau --- is formed by --> buildup || plateau --- is likely formed by --> buildup || plateau --- is most likely formed by --> buildup || plateau --- is most likely formed by --> buildup of lava || plateau --- is likely formed by --> buildup of lava || plateau --- is formed by --> buildup of lava || plateau --- is formed by --> buildup of cooled lava || plateau --- is likely formed by --> buildup of cooled lava || plateau --- is most likely formed by --> buildup of cooled lava || plateau --- is --> formed || plateau --- is --> likely formed ||,NA,NA,NA
Mercury_400699,A student mixes vinegar and baking soda to use in a volcano model. The mixture causes the volcano model to feel cool when it is touched. What energy transformation has taken place?,light energy changed to heat energy,A student mixes vinegar and baking soda to use in a volcano model. The mixture causes the volcano model to feel cool when it is touched. Light energy changed to heat energy energy transformation has taken place.,student --- baking soda --> use in volcano model || student --- baking --> soda || student --- mixes --> vinegar || student --- baking soda --> use || mixture --- causes --> volcano model || volcano model --- feel --> cool || it --- is --> touched || it --- is --> when touched || energy --- changed to --> heat energy energy transformation || light energy --- changed to --> heat energy energy transformation ||,heat energy changed to chemical energy,A student mixes vinegar and baking soda to use in a volcano model. The mixture causes the volcano model to feel cool when it is touched. Heat energy changed to chemical energy energy transformation has taken place.,student --- baking soda --> use in volcano model || student --- baking --> soda || student --- mixes --> vinegar || student --- baking soda --> use || mixture --- causes --> volcano model || volcano model --- feel --> cool || it --- is --> touched || it --- is --> when touched || heat energy --- changed to --> chemical energy energy transformation ||,chemical energy changed to heat energy,A student mixes vinegar and baking soda to use in a volcano model. The mixture causes the volcano model to feel cool when it is touched. Chemical energy changed to heat energy energy transformation has taken place.,student --- baking soda --> use in volcano model || student --- baking --> soda || student --- mixes --> vinegar || student --- baking soda --> use || mixture --- causes --> volcano model || volcano model --- feel --> cool || it --- is --> touched || it --- is --> when touched || chemical energy --- changed to --> heat energy energy transformation ||,chemical energy changed to light energy,A student mixes vinegar and baking soda to use in a volcano model. The mixture causes the volcano model to feel cool when it is touched. Chemical energy changed to light energy energy transformation has taken place.,student --- baking soda --> use in volcano model || student --- baking --> soda || student --- mixes --> vinegar || student --- baking soda --> use || mixture --- causes --> volcano model || volcano model --- feel --> cool || it --- is --> touched || it --- is --> when touched || chemical energy --- changed to --> light energy energy transformation || chemical energy --- changed to --> energy energy transformation ||,NA,NA,NA
Mercury_7029803,Why does a floor covered with tile feel colder than a floor covered with carpet?,The tile floor is colder than the carpet.,The tile floor is colder than the carpet does a floor covered with tile feel colder than a floor covered with carpet.,tile floor --- is colder --> does floor covered feel || tile floor --- is colder --> does floor covered with tile feel || tile floor --- is colder --> carpet does floor covered feel || tile floor --- is colder --> does floor feel || tile floor --- is --> colder || tile floor --- is colder --> carpet does floor feel || tile floor --- is colder --> carpet does floor covered with tile feel || tile floor --- is colder --> carpet does feel || floor --- does feel --> colder than floor covered with carpet || floor --- does feel --> colder than floor || floor --- covered with --> carpet || floor --- does feel --> colder than floor covered || floor --- covered with --> tile || floor --- does feel --> colder || carpet --- does feel --> colder than floor covered with carpet || carpet --- does feel --> colder || carpet --- does feel --> colder than floor || carpet --- does feel --> colder than floor covered ||,The tile floor conducts heat better than the carpet.,The tile floor conducts heat better than the carpet does a floor covered with tile feel colder than a floor covered with carpet.,heat --- better --> does floor covered with tile feel || heat --- better --> carpet does floor covered with tile feel || heat --- better --> carpet does floor covered feel || heat --- better --> does floor covered feel || heat --- better --> carpet does floor feel || heat --- better --> does floor feel || heat --- better --> carpet does feel || floor --- does feel --> colder than floor covered with carpet || floor --- does feel --> colder than floor || floor --- covered with --> carpet || floor --- does feel --> colder than floor covered || floor --- covered with --> tile || floor --- does feel --> colder || carpet --- does feel --> colder than floor covered with carpet || carpet --- does feel --> colder || carpet --- does feel --> colder than floor || carpet --- does feel --> colder than floor covered || tile floor --- conducts --> heat || tile floor --- conducts --> heat better ||,The carpet conducts heat better than the tile floor.,The carpet conducts heat better than the tile floor does a floor covered with tile feel colder than a floor covered with carpet.,heat --- better --> tile floor does || floor --- covered with --> carpet || floor --- feel --> colder than floor covered with carpet || floor --- covered with --> tile || floor --- feel --> colder than floor || floor --- feel --> colder || floor --- feel --> colder than floor covered || carpet --- conducts --> heat better || carpet --- conducts --> heat ||,The tile floor is a better insulator than the carpet.,The tile floor is a better insulator than the carpet does a floor covered with tile feel colder than a floor covered with carpet.,tile floor --- is insulator --> does floor covered feel || tile floor --- is better insulator --> does floor covered feel || tile floor --- is insulator --> carpet does floor covered with tile feel || tile floor --- is better insulator --> carpet does floor covered with tile feel || tile floor --- is insulator --> does floor feel || tile floor --- is better insulator --> does floor feel || tile floor --- is insulator --> does floor covered with tile feel || tile floor --- is better insulator --> does floor covered with tile feel || tile floor --- is insulator --> carpet does floor feel || tile floor --- is better insulator --> carpet does floor feel || tile floor --- is --> better insulator || tile floor --- is insulator --> carpet does floor covered feel || tile floor --- is better insulator --> carpet does floor covered feel || tile floor --- is insulator --> carpet does feel || tile floor --- is better insulator --> carpet does feel || tile floor --- is --> insulator || floor --- does feel --> colder than floor covered with carpet || floor --- does feel --> colder than floor || floor --- covered with --> carpet || floor --- does feel --> colder than floor covered || floor --- covered with --> tile || floor --- is --> better || floor --- does feel --> colder || carpet --- does feel --> colder than floor || carpet --- does feel --> colder than floor covered || carpet --- does feel --> colder than floor covered with carpet || carpet --- does feel --> colder ||,NA,NA,NA
Mercury_SC_401372,Adaptive characteristics that help dolphins survive life in the ocean include all of these except,their sleek skin.,Adaptive characteristics that help dolphins survive life in the ocean include all of these except their sleek skin.,dolphins --- survive --> life || dolphins --- survive life in --> ocean ||,swimming very fast.,Adaptive characteristics that help dolphins survive life in the ocean include all of these except swimming very fast.,dolphins --- survive --> life || dolphins --- survive life in --> ocean ||,their body shape.,Adaptive characteristics that help dolphins survive life in the ocean include all of these except their body shape.,dolphins --- survive --> life || dolphins --- survive life in --> ocean ||,traveling alone.,Adaptive characteristics that help dolphins survive life in the ocean include all of these except traveling alone.,dolphins --- survive --> life || dolphins --- survive life in --> ocean ||,NA,NA,NA
Mercury_7271128,What is the complementary base to cytosine in DNA?,uracil,Uracil is the complementary base to cytosine in DNA.,uracil --- is complementary base to --> cytosine || uracil --- is base to --> cytosine || uracil --- is --> complementary base || uracil --- is --> base || uracil --- is base in --> dna || uracil --- is complementary base in --> dna || uracil --- is --> complementary base to cytosine in dna || uracil --- is --> base to cytosine in dna || complementary base --- is in --> dna ||,thymine,Thymine is the complementary base to cytosine in DNA.,thymine --- is base in --> dna || thymine --- is complementary base in --> dna || thymine --- is --> complementary base || thymine --- is complementary base to --> cytosine || thymine --- is base to --> cytosine || thymine --- is --> base to cytosine in dna || thymine --- is --> complementary base to cytosine in dna || thymine --- is --> base || complementary base --- is in --> dna ||,guanine,Guanine is the complementary base to cytosine in DNA.,guanine --- is base in --> dna || guanine --- is complementary base in --> dna || guanine --- is complementary base to --> cytosine || guanine --- is base to --> cytosine || guanine --- is --> complementary base to cytosine in dna || guanine --- is --> complementary base || guanine --- is --> base to cytosine in dna || guanine --- is --> base || complementary base --- is in --> dna ||,adenine,Adenine is the complementary base to cytosine in DNA.,adenine --- is base in --> dna || adenine --- is complementary base in --> dna || adenine --- is complementary base to --> cytosine || adenine --- is base to --> cytosine || adenine --- is --> complementary base to cytosine in dna || adenine --- is --> complementary base || adenine --- is --> base to cytosine in dna || adenine --- is --> base || complementary base --- is in --> dna ||,NA,NA,NA
Mercury_407260,A chemical change happens when,glass breaks into pieces.,A chemical change happens when glass breaks into pieces.,,dough bakes in an oven.,A chemical change happens when dough bakes in an oven.,dough --- bakes in --> oven ||,ice cream melts into a liquid.,A chemical change happens when ice cream melts into a liquid.,ice cream --- melts into --> liquid ||,electricity flows through a wire.,A chemical change happens when electricity flows through a wire.,electricity --- flows through --> wire ||,NA,NA,NA
Mercury_SC_416155,Which body system protects the brain from getting bumped?,the circulatory system,The circulatory system body system protects the brain from getting bumped.,circulatory system body system --- protects brain --> bumped || circulatory system body system --- getting --> bumped || circulatory system body system --- protects --> brain || system body system --- protects brain --> bumped || system body system --- getting --> bumped || system body system --- protects --> brain ||,the nervous system,The nervous system body system protects the brain from getting bumped.,nervous system body system --- protects brain --> bumped || nervous system body system --- getting --> bumped || nervous system body system --- protects --> brain || system body system --- protects brain --> bumped || system body system --- getting --> bumped || system body system --- protects --> brain ||,the skeletal system,The skeletal system body system protects the brain from getting bumped.,system body system --- protects brain --> bumped || system body system --- getting --> bumped || system body system --- protects --> brain || skeletal system body system --- protects brain --> bumped || skeletal system body system --- getting --> bumped || skeletal system body system --- protects --> brain ||,the digestive system,The digestive system body system protects the brain from getting bumped.,system body system --- protects brain --> bumped || system body system --- getting --> bumped || system body system --- protects --> brain || digestive system body system --- protects brain --> bumped || digestive system body system --- getting --> bumped || digestive system body system --- protects --> brain ||,NA,NA,NA
