01-06-2018,Permanent solution of Kashmir issue is guarantee of peace: Dr Farooq:- (Urdu Dailies – Kashmir Uzma/Uqab/Tameel-i-Irshad),"Declaring permanent solution of Kashmir issue as guarantee of peace, opposition party National Conference has said that situation is worsening in Kashmir day by day and there is terror and fear everywhere."
01-06-2018,Permanent solution of Kashmir issue is guarantee of peace: Dr Farooq:- (Urdu Dailies – Kashmir Uzma/Uqab/Tameel-i-Irshad),President National Conference and Member of Parliament Dr Farooq Abdullah said that Centre should take serious steps to restore peace in the Sate.
01-06-2018,Permanent solution of Kashmir issue is guarantee of peace: Dr Farooq:- (Urdu Dailies – Kashmir Uzma/Uqab/Tameel-i-Irshad),"The present government of the State has failed to protect the lives and properties of people, Dr Farooq Abdullah added."
01-06-2018,If India is serious about talks then accept Kashmir as dispute: Farida Behanji: - (Urdu Daily –Tameel-i-Irshad),"J&K Mass Movement Chairperson, Farida Behanji has said that if India is serious about talks then India should accept Kashmir as disputed region and should be ready for tripartite dialogue according to agreement of United Nations."
01-06-2018,If India is serious about talks then accept Kashmir as dispute: Farida Behanji: - (Urdu Daily –Tameel-i-Irshad),"Senior women leader of Hurriyat Conference said that we welcome the announcement of ceasefire and dialogue process by Prime Minister, Narendra Modi and Home Minister Rajnath Singh if it includes good intention and integrity."
01-06-2018,If India is serious about talks then accept Kashmir as dispute: Farida Behanji: - (Urdu Daily –Tameel-i-Irshad),Senior women leader of Hurriyat Conference said that the wounds given by India to Kashmiri people during the past 70 years are deep and we can not believe in such announcements.
01-06-2018,If India is serious about talks then accept Kashmir as dispute: Farida Behanji: - (Urdu Daily –Tameel-i-Irshad),"If India is serious about talks then India would accept the emotions, feelings and sacrifice of people."
01-06-2018,Tripartite dialogue is the only solution for Kashmir issue: Atai: - (Urdu Dailies –Tameel-i-Irshad/Uqab),"Accepting tripartite dialogue as only solution of Kashmir issue Senior leader of Hurriyat conference and Vice Chairman of Peoples League, Mohd Yaseen Atai has said that Indian politicians should express seriousness and integrity leaving stubborn attitude and by taking all three parties into confidence, start a tripartite dialogue process to resolve Kashmir issue."
01-06-2018,Tripartite dialogue is the only solution for Kashmir issue: Atai: - (Urdu Dailies –Tameel-i-Irshad/Uqab),All Kashmiri prisoners should be released immediately.
01-06-2018,Tripartite dialogue is the only solution for Kashmir issue: Atai: - (Urdu Dailies –Tameel-i-Irshad/Uqab),He also condemned the arrest of Asiya Anadrabi (DM) and her associates.
01-06-2018,The sacrifices rendered by our daughters and daughter-in-laws will not go waste: Khan Sopori: - (Urdu Dailies –Srinagar Times/Tameel-i-Irshad),"Paying rich tributes to Asia and Niloofar, incarcerated Chairman of Jammu Kashmir Peoples League, Ghulam Mohd Khan Sopori and officiating Chairman Syed Mohd Shafi said that the sacrifices rendered by our daughters and daughter-in-laws will not go waste."
01-06-2018,The sacrifices rendered by our daughters and daughter-in-laws will not go waste: Khan Sopori: - (Urdu Dailies –Srinagar Times/Tameel-i-Irshad),In the meantime a delegation led by Abdul Rashid Dar senior leader went to Kakpora Pulwama to express solidarity with the bereaved family of Bilal Ahmad Ganai who was killed by SFs.
01-06-2018,The sacrifices rendered by our daughters and daughter-in-laws will not go waste: Khan Sopori: - (Urdu Dailies –Srinagar Times/Tameel-i-Irshad),Kakpora Pulwama also convey Kakpora Pulwama condolence message of Ghulam Mohd Khan Sopori.
01-06-2018,“And now ceasefire on borders” – (Urdu Daily – Srinagar Times),India and Pakistan will do such movements or give such statements or take such actions which are unbelievable.
01-06-2018,“And now ceasefire on borders” – (Urdu Daily – Srinagar Times),"Whether it is reconciliation or fight, India and Pakistan sometimes show hatred and sometimes show affection."
01-06-2018,“And now ceasefire on borders” – (Urdu Daily – Srinagar Times),But one thing is clear that restlessness and distrustful atmosphere prevails in India and Pakistan.
01-06-2018,“And now ceasefire on borders” – (Urdu Daily – Srinagar Times),Disturbance decreased but not ended.
01-06-2018,“And now ceasefire on borders” – (Urdu Daily – Srinagar Times),War of clouds sometimes seems hovering sometimes seems clearing.
