01-11-2016,Lone blamed separatists for burning of schools – (English Daily – Rising Kashmir),"Minister for Social Welfare and Peoples Conference Chairman, Sajad Gani Lone blamed separatists for torching of schools in Kashmir."
01-11-2016,Lone blamed separatists for burning of schools – (English Daily – Rising Kashmir),"Talking to NDTV’s Barkha Dutt on the show “The Buck Stops Hers”, Lone said that separatists for torching of schools in Kashmir were to be blamed for torching of schools in Kashmir."
01-11-2016,Lone blamed separatists for burning of schools – (English Daily – Rising Kashmir),“Same people who have been calling strikes are involved in the burning of sacred institutions.
01-11-2016,Lone blamed separatists for burning of schools – (English Daily – Rising Kashmir),"Same people who have been calling strikes are involved in some form, or some extension of Same people who have been calling strikes is involved, and people burning schools are the same rioters, who are pelting stones”."
01-11-2016,Kupwara encounter: Militants might have escaped – (English Daily – Rising Kashmir),Militants engaged in encounter with government forces in Kandi forest area of Drugmulla in Kupwara district were believed to have escaped even as Police maintained that search operation was on to hunt down Militants.
01-11-2016,Kupwara encounter: Militants might have escaped – (English Daily – Rising Kashmir),"According to Army sources, the militants which were believed to be 2-3 in number have broken the joint cordon of Police and Army and have escaped."
01-11-2016,Kupwara encounter: Militants might have escaped – (English Daily – Rising Kashmir),"While search operation continued for the second consecutive day on October 31, the forced did not find anything, so far, sources said."
01-11-2016,"Since July 8, 75 youth went missing, 43 joined militants and no information about 26 – (English Daily – Kashmir Monitor)","There has been a growing concern with the security establishment about the sudden increase in disappearance of youths in Kashmir this year and official figures suggested that official figures might have joined various militant ranks, especially after the killing of Burhan Wani."
01-11-2016,"Since July 8, 75 youth went missing, 43 joined militants and no information about 26 – (English Daily – Kashmir Monitor)","According to official data, 75 boys were missing within three months of Kashmir unrest, out of which 43 joined militant ranks, six returned back to 75 boys homes while 26 others were still missing."
01-11-2016,"Since July 8, 75 youth went missing, 43 joined militants and no information about 26 – (English Daily – Kashmir Monitor)","Over the years, Kashmir has become a breeding ground for militants with many youths joining a breeding ground for militants with many youths joining their ranks ranks."
01-11-2016,"Since July 8, 75 youth went missing, 43 joined militants and no information about 26 – (English Daily – Kashmir Monitor)",The number has considerably gone up after the killing of Burhan Wani.
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),"Addressing a meeting of party workers from Botengo, Hardoshiv and Dooru – Sopore (district Baramulla), senior leader of Hurriyat Conference/A, Prof."
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),Abdul Gani Bhat said that Kashmiris have given enough sacrifices for a durable and final solution of Kashmir issue and described the recent incidents of pellet injuries suffered by hundreds of youth and children as a worst kind of oppression.
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),"Though being less in number, Kashmiri people are believers of truth and such people never suffer defeat."
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),"Kashmiris are the real masters of Kashmir, Kashmiris added."
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),"Describing Kashmir issue as the darkest cloud, Kashmiris clarified that durable peace is not possible without the resolution of Kashmir issue."
01-11-2016,Why clouds of war hover over India and Pakistan: Prof. Abdul Gani Bhat gave reasons – (Urdu Daily – Srinagar Times),"Despite fighting three wars by India and Pakistan due to Kashmir issue, clouds of war are again hovering over the sub-continent and these would continue to hover until India and Pakistan Pakistan adopt a path of result-oriented dialogue to resolve Kashmir issue, Kashmiris added."
01-11-2016,Gun snatching: Police to install chips in weapons- (English Dailies – Greater Kashmir/Kashmir Times/Kashmir Images  – Urdu Dailies – Urdu Dailies - Srinagar Times/Uqab),"With a sudden spurt in incidents of weapon snatching by militants in Kashmir valley, J&K Police has decided to install computer chips in firearms so that these could be traced."
01-11-2016,Gun snatching: Police to install chips in weapons- (English Dailies – Greater Kashmir/Kashmir Times/Kashmir Images  – Urdu Dailies – Urdu Dailies - Srinagar Times/Uqab),"According official sources, a proposal in this regard was sent by the Army, which offered its help in installing computer chips in the weapons."
01-11-2016,Gun snatching: Police to install chips in weapons- (English Dailies – Greater Kashmir/Kashmir Times/Kashmir Images  – Urdu Dailies – Urdu Dailies - Srinagar Times/Uqab),"Director General (Law and Order and Coordination), J&K, S. P. Vaid held a meeting with senior officials of Kashmir recently where the spate of incidents of weapon snatching was discussed."
