01-07-2016,"“Bar terms desecration of mosques, beating Kulgam people as barbaric” – (English Daily – Kashmir Reader)","Kashmir High Court Bar Association condemned ransacking of three mosques and dozens of houses in Kulpora (district Kulgam) by Army and STF personnel of JKP, terming it as barbaric."
01-07-2016,"“Bar terms desecration of mosques, beating Kulgam people as barbaric” – (English Daily – Kashmir Reader)",The lawyer’s body also demanded registration of FIR against the guilty force personnel so that are punished for the heinous crime.
01-07-2016,“Dangerous games” – (English Daily –Kashmir Reader),People’s Democratic Party (PDP) is playing a dangerous game that has the potential to drive Muslims of the State to the edge.
01-07-2016,“Dangerous games” – (English Daily –Kashmir Reader),"People’s Democratic Party (PDP), with all People’s Democratic Party (PDP) internal divisions and anxieties, has been so stupefied by the fear of losing power that it seems to have switched to the politics of People’s Democratic Party (PDP) forbears in the 50s and 60s, when the disempowerment of Muslims of the State was occurring alongside a pageantry of so-called development."
01-07-2016,“Dangerous games” – (English Daily –Kashmir Reader),"By succumbing meekly to BJP on the issue of transfer of property and permanent resident certificate laws, PDP has dealt another blow to Muslims of the State who are the target of the forces currently ruling India and whose beliefs about Muslims put hardcore fascists to shame."
01-07-2016,“Dangerous games” – (English Daily –Kashmir Reader),It is high time that PDP end this game of existing merely in the sphere of lame rhetoric.
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"Yesterday (June 30) on the last day of Budget Session, Chief Minister, Mehbooba Mufti spoke on different subjects in the Assembly."
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"Among other things, Mehbooba Mufti emphasized the need for a meaningful dialogue between India and Pakistan for peace and development in both countries and for lasting solution to Kashmir issue."
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"Mehbooba Mufti also says that Mehbooba Mufti had no longing for the chair and if Mehbooba Mufti failed to solve the people of people and fulfil the people of people demands, Mehbooba Mufti would not hesitate to quit the chair."
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"In this situation, Mehbooba Mufti could be asked what Mehbooba Mufti means by ‘Kashmir issue’."
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),Does Mehbooba Mufti consider it as a human or political issue?
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),Whether Kashmir issue is pending resolution or not?
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),Whether India and Pakistan Pakistan are occupying Kashmir on both sides or controlling India genuinely?
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"Mehbooba Mufti has answer to these questions, but Mehbooba Mufti needs to express it."
01-07-2016,“Mehbooba Mufti and Kashmir issue” – (Urdu Daily – Srinagar Times),"If Mehbooba Mufti considers ‘Self-Rule’ as the last word, Mehbooba Mufti should bring in into public view instead allowing public view to eat dust."
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,"Referring to a seminar convened about two years back and attended by religious heads and scholars to discuss a topic, the writer stated that during an interval the writer had at that time raised a question about the high decibel ‘Azan’ (call for prayer)."
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,"“In the dead of night, just after a few hours sleep, we are shaken of (by high pitch Azan)."
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,"It is not a few seconds frightening shake-up that makes us grope to exit points, but last longer than expected."
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,"This kind of onslaught is vigilante-imposed and maintains This kind of onslaught regularity, continuity and duration too."
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,This kind of onslaught leaves you disjointed virtually.
01-07-2016,“We the worshippers. Do we have right to trouble others” by Hassan Zainagiri – English Daily – Greater Kashmir).,"You scream, you cry, you weep, and you pound your head; but This kind of onslaught keeps haunting you”."
