01-05-2016,“Medical Admissions: SC refuses to re- look into NEET order”:(Greater Kashmir/English Daily – Srinagar Times/Kashmir Uzma/Urdu Daily – 1.5.2016) ,The Supreme Court refused to re-look The Supreme Court order directing the holding of two National Eligibility Entrance Tests (NEET) for admission to under graduate medical courses for 2016-17.
01-05-2016,“Medical Admissions: SC refuses to re- look into NEET order”:(Greater Kashmir/English Daily – Srinagar Times/Kashmir Uzma/Urdu Daily – 1.5.2016) ,"Declining to entertain a plea for re- look at the order, a bench of Chief Justice, T.,S."
01-05-2016,“Medical Admissions: SC refuses to re- look into NEET order”:(Greater Kashmir/English Daily – Srinagar Times/Kashmir Uzma/Urdu Daily – 1.5.2016) ,"Thakur, Justice A. K. Suri and Justice R. Banumati said: “The matter has been argued before another bench."
01-05-2016,“Medical Admissions: SC refuses to re- look into NEET order”:(Greater Kashmir/English Daily – Srinagar Times/Kashmir Uzma/Urdu Daily – 1.5.2016) ,The matter is over.” The Supreme Court said that when a lawyer pointed out to the difficulties that students would face if students are asked to appear for NEET if students are not prepared for it.
01-05-2016,“Medical Admissions: SC refuses to re- look into NEET order”:(Greater Kashmir/English Daily – Srinagar Times/Kashmir Uzma/Urdu Daily – 1.5.2016) ,"The Supreme Court said that Central Board of Secondary Education (CBSC) would conduct NEET on May 1 and July 24, for admission to under graduate medical courses as it had earlier directed."
01-05-2016,“Deadline fixed for Municipal elections. High Court directs State government to complete preparations”:(Uqab/Urdu Daily – 2.5.2016),"J&K High Court directed to complete Municipal elections within next six months, adding that government could announce final dates in this connection."
01-05-2016,“Deadline fixed for Municipal elections. High Court directs State government to complete preparations”:(Uqab/Urdu Daily – 2.5.2016),The directive were issued by the division bench of J&K High Court headed by Chief Justice N. Paul Vasankumar and Justice Deeraj Singh Thakur after hearing a petition filed by Sharma.
01-05-2016,“Deadline fixed for Municipal elections. High Court directs State government to complete preparations”:(Uqab/Urdu Daily – 2.5.2016),"Sharma had sought direction from J&K High Court for holding elections to different Municipal Councils, Committees and Corporations under Municipal Act 2000 which were due in 2010."
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)","The National Hydroelectric Power Corporation (NHPC) operates seven power projects in J&K State, Sala, Uri, Dulhasti, Sewa-II, Uri-II, Chutak and Nimmo Bazgo."
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)",The control of power projects epitomize the political control of New Delhi.
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)",Keeping the State financially choked suits that ambition.
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)","The regional politics, off late, has begun to pivot around the plunder of J&K’s water resources and the villainy of the NHPC, none of which is untrue."
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)","However, to presume that a simple return of power project to the State has the potential of bringing back the economy of the State on rails is far too preposterous."
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)","So is the presumption of improving the power scenario of the State, unless the latter has the ability to manage them with competence."
01-05-2016,"Article by Aruradha Bhasin Jamwal:  “Power Projects: Politics, Facts and Fiction”: (Kashmir Times/English - Daily 2.5.2016)","Unless the State government is able to grapple with the demons of a corruption riddled system within and an utter lack of power projects, is not expected to make much of difference."
01-05-2016,Kashmir Reader/English Daily - 1.5.2016: “Bar to write letters to UN members” ,The J&K High Court Bar Association (HCBA) said that The J&K High Court Bar Association (HCBA) would write letters to all member countries of the UN to mount pressure on India to allow people of Kashmir exercise people of Kashmir right of self- determination.
01-05-2016,Kashmir Reader/English Daily - 1.5.2016: “Bar to write letters to UN members” ,The J&K High Court Bar Association (HCBA) criticized the UN Peace Building Commission Chairman Macharia Kamau who recently said that Kashmir issue has to be resolved in the context of the local domestic political environment between Pakistan and India.
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “Omar failed to address grievances’ of people: Sat Sharma”  ,"BJP State President, Sat Sharma visited Central Kashmir’s Ganderbal District and assured people that promises made by the party would be fulfilled."
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “Omar failed to address grievances’ of people: Sat Sharma”  ,"While addressing a gathering at Sat Sharma Sat Sharma said, BJP State BJP State is committed to meet the aspirations of people in the State."
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “Omar failed to address grievances’ of people: Sat Sharma”  ,"And for that scores of schemes have been launched to benefit the people.”  Launching scathing attack on National Conference (NC) and it’s top leadership, Sat Sharma said that people of Ganderbal voted NC and elected Chief Minister, Omar Abdullah, but Sat Sharma miserably failed to address the grievances’ of the people."
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “Omar failed to address grievances’ of people: Sat Sharma”  ,"“The dynastic rule had only exploited the people not only in Ganderbal, but in the entire State,” Sat Sharma said."
01-05-2016,Greater Kashmir/Rising Kashmir/English Dailies - 1.5.2016: “Why silent on Kashmir? Bilawal to Sharif”,"Pakistan Peoples Party (PPP) Chairman, Bilawal Bhutto Zardari accused Prime Minister, Nawaz Sharif of remaining silent on Kashmir issue for over last three years."
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “PDP welcomes appointment of Nodal Officer for Kashmiri students outside State”,"Welcoming decision of various States to appoint Nodal Officers for addressing the issues of Kashmiri students studying there, PDP said that other states, where there was sizeable population of Kashmiri students, must also take a similar initiative."
01-05-2016,Greater Kashmir/English Daily - 1.5.2016: “PDP welcomes appointment of Nodal Officer for Kashmiri students outside State”,"PDP’s Chief Spokesman Dr Mehboob Beig said, “It is a welcome step that 13 States and Union Territories have appointed Police Nodal Officers for Kashmir students.” PDP’s Chief Spokesman Dr Mehboob Beig said that Union Ministry of Home Affairs should ask States like Utter Pradesh, Rajasthan, Haryana, Punjab, Maharashtra and Karnataka, where a sizeable number of Kashmiri students study, to appoint Special Nodal Officers as has been done by other States to ensure a sense of security for the Kashmir students in other States."
01-05-2016,Kashmir Times/Kashmir Images/English Dailies - 1.5.2016: “Engineer Rasheed records Handwara tragedy statement before EC” ,"MLA Langate, Engineer Rashid recorded MLA Langate, Engineer Rashid statement over Handwara killings before Additional Deputy Commissioner (ADC), Kupwara, who had been appointed as enquiry officer to find facts pertaining to the issue, which resulted in killings of two innocents."
01-05-2016,Kashmir Times/Kashmir Images/English Dailies - 1.5.2016: “Engineer Rasheed records Handwara tragedy statement before EC” ,Engineer Rashid who was part of the protest that took place after the killing told the Commission how security forces used disproportionate force and other facts as an eyewitness to many incidents related to the episode.
01-05-2016,Kashmir Times/Kashmir Images/English Dailies - 1.5.2016: “Engineer Rasheed records Handwara tragedy statement before EC” ,Later Engineer Rashid visited Nutnusa village and addressed a gathering.
01-05-2016,Kashmir Times/Kashmir Images/English Dailies - 1.5.2016: “Engineer Rasheed records Handwara tragedy statement before EC” ,"Speaking on the occasion Engineer Rashid said, “Government started forgetting all that what happened at the streets of Handwara, Kupwara and elsewhere."
01-05-2016,Kashmir Times/Kashmir Images/English Dailies - 1.5.2016: “Engineer Rasheed records Handwara tragedy statement before EC” ,"Army camp at Nutnusa has turned life of more than a dozens villages into hell, as not only that a precious life was lost recently as a result of unwanted and unprovoked firing by Army near Army camp at Nutnusa, but the functioning of water supply scheme, Primary Health Centre and High School have become defunct due to the fact that one has to cross the promises of Army camp at Nutnusa to monitor or attend either of the three places."
01-05-2016,Greater Kashmir/Rising Kashmir/Kashmir Images/English Dailies –  Aftab/Urdu Daily - 2.5.2016: ”Cong to hold sect Gherao on May 9”,"Congress party said that Congress party would organize Secretariat Gherao on May 9, 2016 on the opening day of Civil Secretariat in Srinagar."
01-05-2016,Greater Kashmir/Rising Kashmir/Kashmir Images/English Dailies –  Aftab/Urdu Daily - 2.5.2016: ”Cong to hold sect Gherao on May 9”,"This was decided in a meeting of senior functionaries of JKPCC held in Jammu on May 1 at Congress headquarters which was chaired by JKPCC President, G. A. Mir."
01-05-2016,Greater Kashmir/Rising Kashmir/Kashmir Images/English Dailies –  Aftab/Urdu Daily - 2.5.2016: ”Cong to hold sect Gherao on May 9”,"JKPCC President, G. A. Mir took a dig at the PDP-BJP government for the PDP-BJP government decision to do away with practice of summer Secretariat in Jammu after the Darbar Move to Srinagar."
01-05-2016,Greater Kashmir/English Daily – 2.5.2016: “BJP hold rally in Anantnag”,"Bhartiya Janta Party (BJP) held a workers’ meeting in Anantnag town on May 1, 2016."
